timestamp,open,high,low,close,adjusted close,volume,dividend amount
2004-08-27,110.76,113.48,103.57,106.15,2.6436,55998500,0.0
2004-09-03,105.28,105.49,98.94,100.01,2.4907,39523700,0.0
2004-09-10,101.01,106.56,99.61,105.33,2.6232,23593600,0.0
2004-09-17,106.63,117.49,106.46,117.49,2.926,48124800,0.0
2004-09-24,116.95,124.1,116.77,119.83,2.9843,43097600,0.0
2004-10-01,119.56,135.02,117.8,132.58,3.3018,83394300,0.0
2004-10-08,135.275,139.88,132.24,137.73,3.4301,66561800,0.0
2004-10-15,137.01,145.5,133.4,144.11,3.589,65540600,0.0
2004-10-22,143.12,180.17,139.6,172.43,4.2943,157728500,0.0
2004-10-29,176.28,199.95,172.55,190.64,4.7478,208665000,0.0
2004-11-05,193.5,201.6,168.55,169.35,4.2176,143261600,0.0
2004-11-12,170.86,189.8,165.27,182.0,4.5326,129133800,0.0
2004-11-19,180.45,188.32,165.73,169.4,4.2188,152548400,0.0
2004-11-26,168.6,180.03,161.31,179.39,4.4676,92991900,0.0
2004-12-03,180.255,183.0,177.51,180.4,4.4928,76644600,0.0
2004-12-10,179.13,180.7,168.47,171.65,4.2749,65210200,0.0
2004-12-17,172.03,180.69,169.45,180.08,4.4848,86587100,0.0
2004-12-23,182.0,188.6,181.87,187.9,4.6796,45698800,0.0
2004-12-31,189.43,199.88,189.1,192.79,4.8013,52948300,0.0
2005-01-07,197.4,203.64,187.72,193.85,4.8277,115657400,0.0
2005-01-14,194.5,200.01,190.5,199.97,4.9801,78253100,0.0
2005-01-21,200.89,205.3,188.12,188.28,4.689,85294900,0.0
2005-01-28,188.69,194.7,176.29,190.34,4.7403,111538800,0.0
2005-02-04,193.69,216.8,190.63,204.36,5.0895,177906600,0.0
2005-02-11,205.26,206.4,185.25,187.4,4.6671,147273500,0.0
2005-02-18,186.08,199.84,181.0,197.95,4.9298,199355400,0.0
2005-02-25,196.5,198.9,182.23,185.87,4.629,129585100,0.0
2005-03-04,186.0,189.87,184.31,185.9,4.6297,77517700,0.0
2005-03-11,187.78,189.85,177.15,177.8,4.428,94031000,0.0
2005-03-18,178.33,180.4,172.57,180.04,4.4838,87962900,0.0
2005-03-24,179.27,182.17,177.25,179.25,4.4641,43287700,0.0
2005-04-01,181.68,184.8,177.64,180.04,4.4838,68726400,0.0
2005-04-08,179.95,195.1,179.84,192.05,4.7829,73675000,0.0
2005-04-15,193.09,194.8,184.66,185.0,4.6073,73957600,0.0
2005-04-22,184.58,224.0,183.49,215.81,5.3746,162614400,0.0
2005-04-29,217.82,224.74,216.74,220.0,5.479,130328900,0.0
2005-05-06,222.05,229.88,220.21,228.02,5.6787,107701100,0.0
2005-05-13,228.0,232.23,224.72,229.24,5.7091,79370600,0.0
2005-05-20,229.68,241.67,228.57,241.61,6.0172,87276900,0.0
2005-05-27,243.16,266.05,242.71,266.0,6.6246,188251400,0.0
2005-06-03,269.56,292.89,269.37,280.26,6.9797,188181300,0.0
2005-06-10,282.39,299.59,278.0,282.5,7.0355,203171400,0.0
2005-06-17,279.82,284.19,267.43,280.3,6.9807,133216400,0.0
2005-06-24,276.08,298.0,271.73,297.25,7.4029,156760000,0.0
2005-07-01,298.9,309.25,289.22,291.25,7.2534,158761100,0.0
2005-07-08,292.0,297.6,288.51,296.23,7.3775,67180500,0.0
2005-07-15,296.4,306.75,290.93,301.19,7.501,89508600,0.0
2005-07-22,300.0,317.8,296.33,302.4,7.5311,152478700,0.0
2005-07-29,302.39,303.29,286.99,287.76,7.1665,81882700,0.0
2005-08-05,288.48,299.72,288.1,292.35,7.2808,60058500,0.0
2005-08-12,293.6,295.65,280.62,289.721,7.2154,62419100,0.0
2005-08-19,289.98,292.77,275.0,280.0,6.9733,73092400,0.0
2005-08-26,281.24,285.02,273.35,283.58,7.0624,58660400,0.0
2005-09-02,282.24,289.99,282.24,288.45,7.1837,43767200,0.0
2005-09-09,289.0,299.28,285.28,299.09,7.4487,45385600,0.0
2005-09-16,301.75,315.53,297.91,300.2,7.4763,109906200,0.0
2005-09-23,301.0,319.22,300.71,315.36,7.8539,93351800,0.0
2005-09-30,319.5,320.95,305.6,316.46,7.8813,78980700,0.0
2005-10-07,313.63,321.28,308.0,312.99,7.7949,82711200,0.0
2005-10-14,313.31,314.82,290.685,296.14,7.3752,84930300,0.0
2005-10-21,297.5,346.43,294.56,339.9,8.465,116801400,0.0
2005-10-28,343.37,358.95,342.19,358.17,8.92,72438000,0.0
2005-11-04,360.24,391.79,359.51,390.43,9.7235,114960100,0.0
2005-11-11,395.1,397.47,377.43,390.4,9.7227,88208500,0.0
2005-11-18,392.12,404.5,390.95,400.21,9.967,82648600,0.0
2005-11-25,399.17,428.75,393.49,428.62,10.6746,69642600,0.0
2005-12-02,429.82,431.24,395.56,417.7,10.4026,130647500,0.0
2005-12-09,417.0,417.5,399.01,409.2,10.1909,107160500,0.0
2005-12-16,414.63,432.5,409.95,430.15,10.7127,88152700,0.0
2005-12-23,432.2,446.21,420.11,430.93,10.7321,110659300,0.0
2005-12-30,431.86,431.86,413.74,414.86,10.3319,56650300,0.0
2006-01-06,422.52,470.5,418.22,465.66,11.597,113831400,0.0
2006-01-13,466.15,475.11,460.94,466.25,11.6117,97259000,0.0
2006-01-20,464.21,469.9,394.74,399.4601,9.9483,168651000,0.0
2006-01-27,407.38,454.23,405.73,433.49,10.7958,156491300,0.0
2006-02-03,429.39,439.6,372.57,381.555,9.5024,175557800,0.0
2006-02-10,385.25,389.9,353.14,362.61,9.0306,146873900,0.0
2006-02-17,344.3,372.14,337.83,368.75,9.1835,165742800,0.0
2006-02-24,366.32,381.24,363.86,377.4,9.399,68327600,0.0
2006-03-03,381.2,397.54,338.51,378.18,9.4184,183822300,0.0
2006-03-10,380.66,383.4,331.55,337.5,8.4053,128471400,0.0
2006-03-17,339.72,352.37,332.62,339.79,8.4623,126733400,0.0
2006-03-24,342.01,370.09,337.5,365.8,9.1101,100798900,0.0
2006-03-31,367.25,399.0,365.0,390.0,9.7127,172287500,0.0
2006-04-07,389.75,414.57,387.93,406.16,10.1152,105640600,0.0
2006-04-13,407.61,419.1,400.5,402.16,10.0156,65928100,0.0
2006-04-21,403.78,450.72,400.84,437.1,10.8857,115886900,0.0
2006-04-28,439.34,444.7,416.3,417.94,10.4086,82801700,0.0
2006-05-05,417.85,419.44,388.4,394.3,9.8198,84424500,0.0
2006-05-12,395.11,411.71,373.55,374.13,9.3175,78774600,0.0
2006-05-19,375.93,381.81,360.57,370.02,9.2152,85830400,0.0
2006-05-26,367.85,385.88,365.25,381.35,9.4973,77927300,0.0
2006-06-02,378.28,387.08,366.78,379.44,9.4498,49873300,0.0
2006-06-09,376.18,395.43,374.15,388.2904,9.6702,82410300,0.0
2006-06-16,386.85,392.25,378.12,390.7,9.7302,65015600,0.0
2006-06-23,390.85,409.75,386.51,404.86,10.0828,63224700,0.0
2006-06-30,406.75,419.33,401.01,419.33,10.4432,48521000,0.0
2006-07-07,420.04,427.89,415.64,420.45,10.4711,33708700,0.0
2006-07-14,423.44,425.23,398.61,403.5,10.049,59522100,0.0
2006-07-21,404.625,411.0,377.69,390.108,9.7154,94226400,0.0
2006-07-28,392.82,393.89,377.95,388.12,9.6659,58149200,0.0
2006-08-04,388.0,389.17,363.36,373.85,9.3105,57099700,0.0
2006-08-11,371.5,384.68,368.0,368.5,9.1773,44014700,0.0
2006-08-18,371.5,390.0,368.67,383.36,9.5474,55048800,0.0
2006-08-25,378.1,379.26,372.26,373.26,9.2958,35522000,0.0
2006-09-01,375.61,384.65,375.0,378.6,9.4288,36565500,0.0
2006-09-08,379.87,385.4,376.72,377.85,9.4102,29418000,0.0
2006-09-15,378.26,410.05,377.77,409.88,10.2078,65821700,0.0
2006-09-22,410.0,418.69,392.74,403.78,10.0559,91686300,0.0
2006-09-29,405.58,411.22,400.54,401.9,10.0091,50592500,0.0
2006-10-06,401.9,421.91,398.19,420.5,10.4723,57751300,0.0
2006-10-13,424.8,437.85,422.39,427.3,10.6417,62884500,0.0
2006-10-20,427.7,460.1,416.702,459.67,11.4478,77320500,0.0
2006-10-27,462.28,491.96,460.37,475.2,11.8346,93082300,0.0
2006-11-03,474.82,482.16,465.0615,471.798,11.7499,56781300,0.0
2006-11-10,473.77,481.74,468.6,473.55,11.7935,51007800,0.0
2006-11-17,474.9,499.85,474.14,498.79,12.4221,61017900,0.0
2006-11-24,498.4,513.0,492.65,505.0,12.5768,39531000,0.0
2006-12-01,501.37,501.78,477.03,480.8,11.9741,65227500,0.0
2006-12-08,483.0,492.4,479.35,484.11,12.0565,44140300,0.0
2006-12-15,484.92,488.9,477.02,480.3,11.9616,44048100,0.0
2006-12-22,482.505,482.74,452.3405,455.58,11.346,59765900,0.0
2006-12-29,456.52,468.58,454.59,460.48,11.468,23938200,0.0
2007-01-05,466.0,487.5,461.11,487.19,12.1332,44887300,0.0
2007-01-12,487.69,505.0,481.2,505.0,12.5768,55516500,0.0
2007-01-19,507.55,513.0,486.74,489.75,12.197,50306100,0.0
2007-01-26,492.5,504.5,477.29,495.84,12.3486,55931900,0.0
2007-02-02,498.0,506.01,477.81,481.5,11.9915,86128500,0.0
2007-02-09,477.5,478.0,461.5,461.89,11.5031,51116300,0.0
2007-02-16,460.68,470.15,455.02,469.94,11.7036,51418900,0.0
2007-02-23,468.47,484.24,464.71,470.62,11.7205,38630600,0.0
2007-03-02,472.83,475.25,438.68,438.68,10.9251,73094200,0.0
2007-03-09,437.02,465.5,437.0,452.96,11.2807,61465000,0.0
2007-03-16,452.57,455.25,439.0,440.85,10.9791,54870600,0.0
2007-03-23,443.25,463.39,440.63,461.83,11.5016,48370400,0.0
2007-03-30,460.55,466.0,455.0,458.16,11.4102,40782600,0.0
2007-04-05,457.76,474.25,452.12,471.51,11.7427,32856700,0.0
2007-04-13,472.98,473.0,462.24,466.29,11.6127,30681200,0.0
2007-04-20,468.4566,492.5,468.15,482.48,12.0159,74184600,0.0
2007-04-27,480.1,485.0,475.55,479.01,11.9295,40732400,0.0
2007-05-04,479.15,481.35,464.17,471.12,11.733,35776600,0.0
2007-05-11,472.14,472.82,461.0,466.74,11.6239,32857900,0.0
2007-05-18,465.48,475.22,457.41,470.32,11.7131,45758700,0.0
2007-05-25,469.53,484.95,466.72,483.52,12.0418,49111800,0.0
2007-06-01,485.0,508.78,483.0,500.397,12.4621,52321700,0.0
2007-06-08,497.91,526.5,497.59,515.49,12.838,84761900,0.0
2007-06-15,514.02,518.25,498.69,505.89,12.5989,57735000,0.0
2007-06-22,506.18,524.99,504.24,524.98,13.0744,50235000,0.0
2007-06-29,528.98,534.99,519.46,522.7001,13.0176,55517400,0.0
2007-07-06,525.49,544.4,524.2,539.4,13.4335,26072400,0.0
2007-07-13,543.0,552.67,540.01,552.16,13.7513,39108200,0.0
2007-07-20,550.3,558.58,509.5,520.12,12.9533,91723200,0.0
2007-07-27,519.01,520.0,498.88,511.89,12.7484,59672600,0.0
2007-08-03,512.92,520.44,503.0,503.0,12.527,37947900,0.0
2007-08-10,503.0,526.82,502.5,515.75,12.8445,45366900,0.0
2007-08-17,519.54,519.75,480.46,500.04,12.4532,52642100,0.0
2007-08-24,502.46,516.25,496.0,515.0,12.8258,30189500,0.0
2007-08-31,514.43,517.45,505.79,515.25,12.832,27527400,0.0
2007-09-07,515.02,529.83,514.62,519.35,12.9341,28563400,0.0
2007-09-14,521.28,530.27,510.88,528.75,13.1682,27115400,0.0
2007-09-21,526.53,560.79,524.07,560.1,13.949,50902400,0.0
2007-09-28,561.0,571.7899,560.0,567.27,14.1276,32106700,0.0
2007-10-05,569.97,596.81,569.61,594.05,14.7945,47379700,0.0
2007-10-12,595.0,641.41,593.95,637.39,15.8739,75532400,0.0
2007-10-19,638.47,658.49,611.99,644.71,16.0562,94061300,0.0
2007-10-26,638.67,678.97,636.28,674.6,16.8006,59963100,0.0
2007-11-02,677.77,713.72,672.09,711.25,17.7133,58366100,0.0
2007-11-09,706.99,747.24,661.21,663.97,16.5358,106880400,0.0
2007-11-16,657.74,675.49,616.02,633.63,15.7802,85470100,0.0
2007-11-23,629.59,678.28,618.5,676.7,16.8529,50190000,0.0
2007-11-30,680.2,711.06,650.26,693.0,17.2588,75353500,0.0
2007-12-07,691.01,718.0,677.1201,714.87,17.8035,43011800,0.0
2007-12-14,715.99,724.8,681.21,689.96,17.1831,49687400,0.0
2007-12-21,688.0,699.26,652.5,696.69,17.3507,53702000,0.0
2007-12-28,694.99,716.0,693.06,702.53,17.4961,19307700,0.0
2008-01-04,698.57,702.49,655.0,657.0,16.3622,30559900,0.0
2008-01-11,653.94,662.28,622.51,638.25,15.8953,59527000,0.0
2008-01-18,651.14,657.4,598.01,600.25,14.9489,74589300,0.0
2008-01-25,562.03,597.5,519.0,566.4,14.1059,85582200,0.0
2008-02-01,570.97,573.0,510.0,515.9,12.8482,104916900,0.0
2008-02-08,509.07,517.73,488.52,516.69,12.8679,93415400,0.0
2008-02-15,520.52,541.04,513.03,529.64,13.1904,61597700,0.0
2008-02-22,534.94,535.06,497.5501,507.8,12.6465,48363900,0.0
2008-02-29,505.95,506.5,446.85,471.18,11.7345,115472800,0.0
2008-03-07,471.51,472.72,426.24,433.35,10.7924,88220800,0.0
2008-03-14,428.83,449.34,413.04,437.92,10.9062,75459000,0.0
2008-03-20,427.99,447.5,412.11,433.55,10.7973,62373000,0.0
2008-03-28,438.43,465.78,434.31,438.08,10.9102,56002100,0.0
2008-04-04,435.64,477.83,432.01,471.09,11.7323,58369700,0.0
2008-04-11,477.03,485.44,455.01,457.45,11.3926,51509700,0.0
2008-04-18,457.16,547.7,441.0,539.41,13.4337,95183500,0.0
2008-04-25,539.0,560.8299,530.29,544.06,13.5495,57141000,0.0
2008-05-02,544.0,602.45,539.0,581.29,14.4767,59658400,0.0
2008-05-09,599.0,599.49,571.3,573.2,14.2752,54207700,0.0
2008-05-16,574.75,591.19,568.91,580.0701,14.4463,45993700,0.0
2008-05-23,578.55,588.88,537.81,544.62,13.5635,49737900,0.0
2008-05-30,544.26,589.92,543.85,585.8,14.589,31940000,0.0
2008-06-06,582.5,588.04,560.61,567.0,14.1208,39947500,0.0
2008-06-13,568.06,575.7,544.46,571.51,14.2332,48820100,0.0
2008-06-20,566.5,579.1,544.51,546.43,13.6086,44061900,0.0
2008-06-27,545.36,557.7999,515.09,528.07,13.1513,47028100,0.0
2008-07-03,532.25,540.38,517.0,537.0,13.3737,30666400,0.0
2008-07-11,542.33,555.68,519.43,533.8,13.294,45263800,0.0
2008-07-18,536.5,540.0641,478.19,481.32,11.987,70564800,0.0
2008-07-25,480.44,497.23,465.6005,491.98,12.2525,44378400,0.0
2008-08-01,492.09,492.09,462.5,467.86,11.6518,30622000,0.0
2008-08-08,468.8,495.75,461.9,495.01,12.328,31888700,0.0
2008-08-15,492.47,510.66,491.78,510.15,12.705,34135200,0.0
2008-08-22,509.84,510.0,479.27,490.59,12.2179,32315100,0.0
2008-08-29,486.11,497.0,462.33,463.29,11.538,33141600,0.0
2008-09-05,476.77,482.18,440.08,444.25,11.0638,39578000,0.0
2008-09-12,452.02,452.94,406.38,437.66,10.8997,69877200,0.0
2008-09-19,424.0,462.07,410.5,449.15,11.1858,82478000,0.0
2008-09-26,454.13,454.13,421.0301,431.04,10.7348,48284000,0.0
2008-10-03,419.51,425.08,380.71,386.91,9.6358,68055300,0.0
2008-10-10,373.98,375.99,310.3,332.0,8.2683,105442600,0.0
2008-10-17,355.79,394.5,309.44,372.54,9.2779,107693200,0.0
2008-10-24,379.75,383.78,324.74,339.29,8.4498,65800400,0.0
2008-10-31,334.81,372.0,325.6,359.36,8.9497,78870500,0.0
2008-11-07,357.58,372.36,325.331,331.14,8.2469,66946800,0.0
2008-11-14,328.0,329.444,280.0,310.02,7.7209,101956900,0.0
2008-11-21,303.0,310.16,247.3,262.43,6.5357,87409200,0.0
2008-11-28,269.26,296.45,249.01,292.96,7.296,59436200,0.0
2008-12-05,286.68,287.3799,262.5801,283.99,7.0726,57669000,0.0
2008-12-12,289.99,318.0,282.0,315.76,7.8638,64280500,0.0
2008-12-19,314.01,329.5,305.11,310.17,7.7246,59866400,0.0
2008-12-26,308.56,309.5,290.63,300.36,7.4803,23128400,0.0
2009-01-02,300.22,321.8199,291.58,321.32,8.0023,28057100,0.0
2009-01-09,321.0,340.799,313.4,315.07,7.8467,47452100,0.0
2009-01-16,316.31,320.6,286.79,299.67,7.4631,48678200,0.0
2009-01-23,299.14,331.96,282.75,324.7,8.0865,57886900,0.0
2009-01-30,324.85,352.33,320.56,338.53,8.4309,58311800,0.0
2009-02-06,334.27,373.81,332.0,371.28,9.2465,65700500,0.0
2009-02-13,370.82,381.0,351.48,357.68,8.9078,53964900,0.0
2009-02-20,345.59,359.8,335.0,346.45,8.6282,45775400,0.0
2009-02-27,347.0,352.49,329.55,337.99,8.4175,57505600,0.0
2009-03-06,333.33,340.6999,294.249,308.57,7.6848,67723600,0.0
2009-03-13,299.646,327.46,289.45,324.42,8.0795,56054800,0.0
2009-03-20,325.99,340.0,318.59,330.16,8.2225,46993900,0.0
2009-03-27,333.56,359.16,333.03,347.7,8.6593,43464000,0.0
2009-04-03,342.548,371.72,336.055,369.78,9.2092,36619900,0.0
2009-04-09,367.0,374.35,355.31,372.5,9.2769,26190000,0.0
2009-04-17,371.33,399.82,364.16,392.24,9.7685,64585700,0.0
2009-04-24,386.15,393.18,375.89,389.49,9.7,35205500,0.0
2009-05-01,384.34,403.75,381.54,393.69,9.8046,31223700,0.0
2009-05-08,398.17,410.1284,392.5,407.33,10.1443,30172700,0.0
2009-05-15,402.8,412.0,384.69,390.0,9.7127,30246700,0.0
2009-05-22,394.73,405.67,385.4,393.5,9.7999,25797100,0.0
2009-05-29,391.9495,417.2329,390.0,417.23,10.3909,22888500,0.0
2009-06-05,418.73,447.34,418.53,444.32,11.0656,33561600,0.0
2009-06-12,439.5,440.92,421.21,424.84,10.5804,30960900,0.0
2009-06-19,421.5,421.5,411.56,420.09,10.4621,35206600,0.0
2009-06-26,416.95,428.23,401.8901,425.32,10.5924,31534200,0.0
2009-07-02,426.0,427.8,406.81,408.49,10.1732,19163800,0.0
2009-07-10,406.5,417.37,395.9801,414.4,10.3204,30300000,0.0
2009-07-17,416.174,445.75,415.18,430.25,10.7152,48205700,0.0
2009-07-24,429.88,450.49,423.5,446.72,11.1253,31595100,0.0
2009-07-31,446.04,452.7,431.885,443.05,11.0339,26139400,0.0
2009-08-07,448.74,459.42,447.64,457.1,11.3838,23928100,0.0
2009-08-14,455.14,464.72,452.378,460.0,11.4561,18913300,0.0
2009-08-21,451.5,466.09,438.5605,465.24,11.5866,29541500,0.0
2009-08-28,467.35,474.35,460.73,464.75,11.5744,21084100,0.0
2009-09-04,459.79,466.82,452.59,461.3,11.4884,18986800,0.0
2009-09-11,464.29,473.3,455.84,472.14,11.7584,18560400,0.0
2009-09-18,470.51,497.37,470.05,491.46,12.2396,29421800,0.0
2009-09-25,487.74,507.0,486.22,492.48,12.265,24852900,0.0
2009-10-02,494.84,501.5,482.6,484.58,12.0682,24963200,0.0
2009-10-09,487.65,523.25,483.34,516.25,12.8569,33552200,0.0
2009-10-16,523.42,554.75,519.3201,549.85,13.6937,49071200,0.0
2009-10-23,552.69,559.35,540.7,553.69,13.7894,31291300,0.0
2009-10-30,555.75,561.64,534.24,536.12,13.3518,29461800,0.0
2009-11-06,537.08,551.78,528.241,551.1,13.7249,23155400,0.0
2009-11-13,555.45,573.5,554.23,572.05,14.2466,21485300,0.0
2009-11-20,575.0,578.78,569.4,569.964,14.1947,19659500,0.0
2009-11-27,576.49,587.0599,570.97,579.76,14.4386,13982800,0.0
