timestamp,open,high,low,close,adjusted close,volume,dividend amount
2000-01-07,68.62,69.19,57.0,63.5,37.2963,40541700,0.0
2000-01-14,62.0,63.63,60.69,61.94,36.38,23540800,0.0
2000-01-21,61.25,62.44,59.44,60.0,35.2406,24394700,0.0
2000-01-28,60.94,60.94,54.88,55.63,32.6739,40401400,0.0
2000-02-04,56.5,62.0,55.06,61.12,35.8984,30843900,0.0
2000-02-11,61.0,61.44,58.38,60.06,35.2758,21880000,0.0
2000-02-18,59.5,60.5,52.81,53.75,31.5697,34723200,0.0
2000-02-25,54.13,55.56,52.63,53.0,31.1292,28472100,0.0
2000-03-03,53.75,58.44,52.94,54.5,32.0102,32928800,0.0
2000-03-10,54.38,55.81,51.0,53.5,31.4468,30137500,0.04
2000-03-17,52.63,64.56,51.81,63.19,37.1425,43356700,0.0
2000-03-24,63.44,65.31,61.13,64.38,37.842,27093000,0.0
2000-03-31,64.38,69.56,63.0,64.5,37.9125,28724700,0.0
2000-04-07,65.5,68.63,63.0,64.13,37.6951,27095200,0.0
2000-04-14,65.13,70.0,56.94,60.25,35.4144,30437200,0.0
2000-04-20,56.38,60.0,55.31,58.63,34.4622,25090200,0.0
2000-04-28,58.0,61.75,55.5,56.5,33.2102,25962600,0.0
2000-05-05,56.5,57.94,51.19,53.31,31.3352,28197200,0.0
2000-05-12,53.13,55.25,51.69,54.0,31.7407,24599500,0.0
2000-05-19,53.5,56.88,51.06,51.56,30.3065,38325300,0.0
2000-05-26,51.69,52.0,44.13,46.88,27.5557,42708400,0.0
2000-06-02,47.5,54.0,46.63,53.63,31.5232,25789100,0.0
2000-06-09,53.5,53.63,47.63,48.19,28.3257,25695300,0.0
2000-06-16,47.56,51.25,45.0,49.81,29.3016,42795900,0.04
2000-06-23,49.38,50.0,46.94,48.0,28.2368,23082600,0.0
2000-06-30,47.63,50.13,47.06,49.94,29.3781,25932700,0.0
2000-07-07,49.69,55.88,48.63,55.5,32.6488,20850400,0.0
2000-07-14,55.31,58.56,54.75,56.44,33.2018,29322400,0.0
2000-07-21,56.88,58.75,55.63,57.13,33.6077,18777500,0.0
2000-07-28,56.5,56.69,52.25,52.69,30.9958,19945700,0.0
2000-08-04,52.88,54.0,51.0,54.0,31.7664,18992500,0.0
2000-08-11,52.63,58.44,52.63,55.94,32.9077,22722300,0.0
2000-08-18,56.81,60.0,49.75,51.38,30.2252,55576000,0.0
2000-08-25,51.13,52.0,49.88,50.5,29.7075,24734700,0.0
2000-09-01,50.63,50.81,48.0,48.56,28.5893,32771200,0.04
2000-09-08,48.94,53.44,48.63,52.94,31.1679,23679600,0.0
2000-09-15,53.0,56.19,52.94,54.25,31.9392,30530700,0.0
2000-09-22,54.63,56.0,52.56,55.94,32.9342,22800000,0.0
2000-09-29,55.94,55.94,52.19,52.94,31.1679,23167900,0.0
2000-10-06,53.94,56.81,50.13,51.06,30.0611,29610300,0.0
2000-10-13,51.06,51.81,34.69,36.31,21.3772,121285600,0.0
2000-10-20,36.94,40.63,34.75,39.44,23.2199,65649100,0.0
2000-10-27,40.63,41.63,38.25,39.38,23.1846,37043400,0.0
2000-11-03,39.75,44.31,39.75,41.25,24.2856,36956100,0.0
2000-11-10,41.69,42.56,36.19,36.25,21.3419,35803900,0.0
2000-11-17,35.5,40.75,35.44,38.81,22.849,50448900,0.0
2000-11-24,38.81,39.75,36.69,37.5,22.0778,22433000,0.0
2000-12-01,39.44,40.5,38.25,38.94,22.9488,35620300,0.04
2000-12-08,39.0,47.44,38.75,47.25,27.8461,60890600,0.0
2000-12-15,45.94,47.06,41.38,41.94,24.7168,39210100,0.0
2000-12-22,43.31,44.69,40.0,41.63,24.5341,43313100,0.0
2000-12-29,41.25,46.94,40.0,45.69,26.9268,26641400,0.0
2001-01-05,45.69,52.5,44.63,49.75,29.3195,48455400,0.0
2001-01-12,49.5,50.25,44.94,49.13,28.9541,37103200,0.0
2001-01-19,48.75,49.13,41.0,41.0,24.1628,61369400,0.0
2001-01-26,42.0,46.06,40.94,44.75,26.3728,47684100,0.0
2001-02-02,45.3,49.0,44.5,46.89,27.634,44511800,0.0
2001-02-09,46.87,47.4,43.58,44.43,26.1842,27930100,0.0
2001-02-16,44.57,46.87,42.5,43.0,25.3415,31457300,0.0
2001-02-23,44.48,45.6,39.62,40.01,23.5793,39976300,0.0
2001-03-02,41.0,44.96,40.32,41.55,24.4869,41563200,0.0
2001-03-09,41.8,45.5,41.05,44.52,26.2626,34677500,0.04
2001-03-16,43.55,43.98,40.5,42.26,24.9294,43013200,0.0
2001-03-23,42.01,44.14,38.11,39.67,23.4016,48493300,0.0
2001-03-30,41.6,44.12,41.0,43.1,25.425,38849100,0.0
2001-04-06,43.1,44.09,41.3,43.78,25.8261,35146100,0.0
2001-04-12,43.3,43.39,40.05,41.65,24.5696,30504700,0.0
2001-04-20,40.8,46.25,40.5,46.21,27.2596,37828700,0.0
2001-04-27,46.21,48.4,44.9,48.1,28.3745,29835800,0.0
2001-05-04,48.1,49.75,46.75,49.59,29.2534,31939000,0.0
2001-05-11,49.59,50.25,48.02,49.88,29.4245,29341900,0.0
2001-05-18,49.88,52.7,48.4,52.7,31.0881,39162600,0.0
2001-05-25,52.7,53.73,51.7,52.28,30.8403,25462900,0.0
2001-06-01,52.15,52.36,48.4,49.26,29.0588,29046400,0.0
2001-06-08,49.5,51.19,48.86,50.8,29.9672,25175800,0.0
2001-06-15,50.8,51.45,48.1,48.9,28.869,23255400,0.04
2001-06-22,49.4,51.11,48.12,50.71,29.9376,27321400,0.0
2001-06-29,49.75,49.95,46.55,47.24,27.889,38084000,0.0
2001-07-06,46.99,48.25,44.86,45.36,26.7791,19616800,0.0
2001-07-13,45.45,49.0,44.6,48.7,28.7509,29482400,0.0
2001-07-20,48.9,50.1,48.13,49.4,29.1642,22658500,0.0
2001-07-27,49.65,49.88,46.56,49.65,29.3118,23161900,0.0
2001-08-03,49.65,50.9,48.6,49.13,29.0048,24101200,0.0
2001-08-10,49.45,49.65,47.32,48.46,28.6092,24985900,0.0
2001-08-17,48.46,49.97,47.4,49.23,29.0638,28535100,0.0
2001-08-24,49.02,50.0,47.55,49.94,29.483,26226700,0.0
2001-08-31,49.44,49.58,45.27,45.95,27.1501,32021100,0.04
2001-09-07,45.82,48.0,40.0,40.95,24.1958,40302300,0.0
2001-09-10,40.08,41.3,40.06,40.55,23.9594,11048500,0.0
2001-09-21,35.5,38.18,30.3,33.11,19.5634,92060400,0.0
2001-09-28,33.12,38.8,33.1,38.37,22.6713,49763500,0.0
2001-10-05,38.12,41.08,37.1,39.41,23.2858,38543400,0.0
2001-10-12,39.41,43.12,37.55,41.68,24.6271,43227000,0.0
2001-10-19,40.75,42.5,39.8,40.41,23.8767,32293700,0.0
2001-10-26,40.16,41.03,38.75,40.29,23.8058,35624700,0.0
2001-11-02,39.75,40.92,37.15,40.32,23.8235,42404100,0.0
2001-11-09,41.15,43.6,41.01,42.11,24.8812,32954300,0.0
2001-11-16,40.5,46.74,40.0,45.8,27.0614,46751000,0.0
2001-11-23,46.0,47.23,45.6,46.58,27.5223,21248200,0.0
2001-11-30,46.0,47.0,42.65,46.65,27.5951,53202600,0.05
2001-12-07,46.9,50.4,46.25,49.41,29.2278,46974400,0.0
