Date,Mkt-RF_mean,Mkt-RF_lower,Mkt-RF_upper,SMB_mean,SMB_lower,SMB_upper,HML_mean,HML_lower,HML_upper,RMW_mean,RMW_lower,RMW_upper,CMA_mean,CMA_lower,CMA_upper
2023-02-01,0.009114017345682061,-0.0762211035538027,0.09508684670721254,-0.0005542481039087167,-0.06157761039615679,0.05970844458403803,0.00490602681243123,-0.05266034349266835,0.06250131154046161,0.0048565968378828615,-0.049985218686091466,0.060175810881547366,0.0044357397117616515,-0.03551696775777596,0.04514121770858394
2023-03-01,0.007869106477243728,-0.07621040446103243,0.09008665861519928,0.001045917944239503,-0.0582445977218263,0.06095787298320762,0.009720275447215772,-0.04882369085789909,0.06818204622719724,0.0038648696900629113,-0.051447511211542694,0.05862194780693121,0.006164243385684191,-0.03364410194020121,0.047053826976522425
2023-04-01,0.008568153814823088,-0.07554271370409825,0.09594073708117279,0.0037238381714099207,-0.057003459113054336,0.06456092435235183,0.005871880858101123,-0.05171389534250197,0.06449032626654183,0.0036177692736790094,-0.05085566494999462,0.05831800258597998,0.0008713271393127527,-0.03909213367205557,0.04137349982674291
2023-05-01,0.008284106758921689,-0.07582490204212836,0.09508584759481653,-0.0015729825278067442,-0.06243716424055273,0.06083102213528964,-0.0028433570591139654,-0.06167224354411494,0.056903598640523405,0.002087799811182241,-0.05238079333328121,0.057270904042588736,0.0006468547782598622,-0.04050743142259409,0.04062855468561473
2023-06-01,0.0036588821803139374,-0.08218081035223487,0.08964346671112504,0.009401520590982544,-0.05103577581735617,0.07035397748115454,0.004463784643682264,-0.05387215635422662,0.06259113613893219,0.0005896102878047072,-0.05401829225317298,0.055050257911025295,0.002795148024539663,-0.03880844823754581,0.0422411914398931
2023-07-01,0.0041281626194411974,-0.08197314039069975,0.08746739222678686,0.002767537661228176,-0.05701118231946441,0.06410983146013666,0.005435019023153181,-0.051809162626115325,0.06376411018212576,0.0008206091533982302,-0.053997427770060044,0.05538910214795202,0.0034854893644464553,-0.03652423170746831,0.04403054478147955
2023-08-01,0.008986967694772056,-0.07723815518368506,0.09443906496609193,-0.0023297434006028,-0.06192180841366693,0.05777238989318884,0.0012852130058990305,-0.05813057534627427,0.060939282296956575,0.0021303315395444643,-0.05283791966094859,0.05686375800304499,0.00231670265191452,-0.03856419890664531,0.0426450483686139
2023-09-01,0.005871352169489493,-0.07918367849289674,0.09004924429294632,-0.009945659606644902,-0.0710949972260189,0.05145950261714083,-0.0027046309455184187,-0.062421100165957664,0.05635667861249503,0.0027660953324440294,-0.052533240858978605,0.056748877598080776,5.1864552011784756e-05,-0.04062797659950237,0.040723623520519274
2023-10-01,0.009552973918417414,-0.07351447038131119,0.0927711758355265,-0.00598715295008452,-0.06748409716674242,0.055009644491364376,-0.007875081049809577,-0.06687612173819782,0.05064812685819886,0.0026892675006508168,-0.05169321790949012,0.05771017619392559,-0.002011635635271786,-0.0425287274230072,0.038047092245964094
2023-11-01,0.005386278873621081,-0.07955066008543844,0.08989818343647205,0.010729720027882902,-0.049247597300366944,0.07215321652927283,0.003227369952641691,-0.056616640407554396,0.061009208445833824,0.00017285923907323596,-0.05495220469265419,0.05468546444846018,0.001517049848169336,-0.03948443209956652,0.0420217779615926
2023-12-01,0.009221045611758799,-0.07777368348533775,0.09538358894658085,0.006030677404243273,-0.05483375677652231,0.06700003913067215,0.0010149759057096251,-0.057964167317906504,0.06018791938785112,0.0020412576630216956,-0.05210371994104314,0.0554989739512048,8.260887970966445e-05,-0.04045798410266413,0.04106237243821637
2024-01-01,0.0046251947942294366,-0.08103078792528189,0.0898633873181565,0.0012515418914213316,-0.060229887978171505,0.06238517313487831,0.0019039627938571776,-0.05722332666276171,0.06116841254308834,0.0026217356303144877,-0.05256941784320403,0.05699739036679782,0.005090361481313436,-0.03574329436526853,0.04521325356445178
2024-02-01,0.002916448173098486,-0.08217254904824522,0.0871456650284699,0.007490380012129715,-0.053689835953238486,0.06712201511473441,0.005221453575265972,-0.05275705365805592,0.06327821519324135,0.0032453539442673985,-0.05000352093826119,0.05620792883988642,0.004679578863712613,-0.03587731678508268,0.0459345578245724
2024-03-01,0.00565114662819154,-0.0800299087383733,0.09141664268545924,0.0024035845129088706,-0.058594861176301846,0.06353471023786793,0.004757636822827449,-0.054208871229535764,0.06409610702647178,0.0022831199540576754,-0.05190862166979079,0.057216517363662435,0.0031629204143665142,-0.03808544256540966,0.043632331743642803
2024-04-01,0.0025366002593205875,-0.08235164208437509,0.08647089950318157,-0.007590249890213241,-0.06795459577218715,0.0539259332746902,0.0004354825925645347,-0.05928454326897042,0.05826811976338812,0.0029120085095902435,-0.05154047492435917,0.05656447465047366,0.0022215742476391948,-0.03830764229069274,0.04330868504612302
2024-05-01,0.007302495210862907,-0.07701817939509993,0.0889601228206523,0.0010279120835063917,-0.059216799137343755,0.061714433540516436,0.004076709485745401,-0.0550139735969894,0.06378058986419,0.0009120697654045523,-0.05232075055156843,0.05578559571380196,0.001886203264390113,-0.03937106620739718,0.04239562042203193
2024-06-01,0.006749529924868487,-0.0769251773650662,0.09123693266989723,-0.0018514893146288414,-0.06255377178083132,0.059280546269727584,0.001029003143792123,-0.05874317810210225,0.060403390635700445,0.0006992718582100336,-0.053519937148379035,0.05524212628224774,-0.0010830726371185864,-0.041965585956034585,0.03899257870228962
2024-07-01,0.0033939989939762967,-0.08111511407678251,0.08695190802141102,0.0007286416633143428,-0.061750620808141,0.06171331479299714,-0.0004526860116625354,-0.061002441558758766,0.05842427375598431,0.0005830589520402852,-0.054119915145011,0.055700811486072935,0.0002899681957345051,-0.040573318458976035,0.04099600105202113
2024-08-01,0.0019894448455428635,-0.0842873144086871,0.08897675633024889,0.0023070491673382342,-0.05773249253176471,0.06166763369786872,0.004459375250859527,-0.05423669269527455,0.061869776714391124,0.0002963217636028328,-0.05397655170111455,0.05445059574188313,0.0039819901320210975,-0.036996189814636926,0.0452711764198107
2024-09-01,0.006723736425068408,-0.0790810800847092,0.09167183459518957,0.001953645832107219,-0.05857875698465183,0.06196986071516185,0.0012802122575727957,-0.0570129944366986,0.06027615513896031,0.0038171303418820493,-0.05132325688987533,0.058296135807539486,-0.00015562258554345046,-0.04030145793098682,0.040865882679350304
2024-10-01,0.007569282357853021,-0.07808213860602434,0.09096102874705092,-0.0037747275840636454,-0.06523714117307475,0.05701055296339024,-0.000421462566665872,-0.06032711772355241,0.05853822367105301,-0.0005195737018504113,-0.05470627483164697,0.054042089994462396,-0.0007803282046833027,-0.041172805396495184,0.03929808282156899
2024-11-01,0.005768746515118153,-0.07907252194206431,0.09042743380610134,0.006079212798037176,-0.054437879990157576,0.06760116594892002,0.003224770999598767,-0.0551839530630186,0.061962935188757465,-0.000501789026208624,-0.05469238002637761,0.054540097068262336,0.002310768289019867,-0.03774424126661997,0.04283376523692471
2024-12-01,0.009904850568943904,-0.0761994304001807,0.09425970138729753,-0.008281118514353966,-0.06915903327514308,0.05266362225368765,-0.0024762586576582146,-0.06120129082181966,0.056794805640677154,-0.0014714536198411107,-0.05674794549270983,0.05148239667417171,0.0012746483980943047,-0.039732280686267316,0.04246432036860484
2025-01-01,0.006026714709696129,-0.07752352866398013,0.0901973464818933,0.0048331812572211435,-0.05512137343794706,0.06639861386217927,0.0004525404163645256,-0.05887039064586781,0.05896942592252278,-0.0007431762640699243,-0.05510443681206245,0.0537494371536294,0.0011461627556450177,-0.039995607949219546,0.041334938823597796
2025-02-01,0.005238755811183069,-0.07840896457376602,0.09091473808795654,-0.0038020123063061463,-0.06601990845459815,0.05711721142337351,-0.00319455644265571,-0.061772376590983946,0.056491419905424826,0.0001504146231429896,-0.05438946694196708,0.055216854783724297,9.490899038497861e-05,-0.039647219340946636,0.04117023460326131
2025-03-01,0.013339496469078022,-0.0711696668507055,0.0962565241981941,-0.004671944995714892,-0.06483129472457677,0.05547308636624436,-0.006042496704810462,-0.06434001184628065,0.05170887493134649,0.0003711117476806816,-0.05483383050917693,0.05439275435296575,-0.0031354245085002505,-0.043800840444451865,0.036768930743953404
2025-04-01,0.010445952704528406,-0.07526787010657596,0.09328687907103703,-0.0035489909826031123,-0.06434012045880871,0.05778597084931638,-0.006448551814544081,-0.0646697035924346,0.05210781689962715,-5.8514479604933766e-05,-0.054816002058537386,0.05381189835342409,-0.002255923734180259,-0.042540014872208765,0.03910042144664438
2025-05-01,0.00932734701598787,-0.07721705980025512,0.09448984303116738,0.0076319623799808185,-0.053923167877370025,0.06895529925123221,-0.0009942496265821158,-0.060664839655123724,0.057394516928895876,-0.0012855398791553876,-0.05634857357659935,0.05432218123752482,-0.0006504214206512281,-0.04161203339042895,0.040005969668408185
2025-06-01,0.004899133853589606,-0.08124587905090802,0.08826600634731742,0.004246069938260681,-0.05613472073270086,0.0641178877094712,0.0024442232100184624,-0.056279250466446065,0.06178190051397745,-0.0006956946218393865,-0.05465139909707774,0.0541834312165136,0.0016320019316199974,-0.039395444741003524,0.04247713931348863
2025-07-01,0.006993195436349453,-0.07615615532964794,0.09198595973841173,0.0008440101070797521,-0.05998725807915716,0.06178912948516896,1.398369092431917e-05,-0.059352443658873495,0.05990749936640693,-0.0016127025303423867,-0.05553662423317064,0.05323110553858745,0.0005521105821418961,-0.040520914596028704,0.04156368714116995
2025-08-01,0.006871137900469409,-0.07839103509681526,0.08998155729511033,0.001603517141188484,-0.058251276897385115,0.06215827912609811,0.001847912589877664,-0.05729997243513378,0.05996664188985789,0.0020034403257820676,-0.051385170554298566,0.05701022363045565,-0.0004451900231269905,-0.040835781649291074,0.04049176533608981
2025-09-01,0.0030171876136629956,-0.0828819911501313,0.08966010870056075,8.713700697986344e-05,-0.06068961301567752,0.0613998901902959,0.0055106611008009605,-0.05237066914617476,0.06423693510018366,0.0007189230193819058,-0.05296975976326795,0.05487510911952092,0.0032155046548018227,-0.03696002204611146,0.04345006157112266
2025-10-01,0.007650218453194651,-0.07692993378305966,0.0938513153148493,-0.0024074192956902466,-0.06283673829258848,0.057601087708509864,-0.00016375282797357295,-0.0593491693213884,0.058022411297036953,0.00025992417339663215,-0.054158090882870914,0.05418970981998425,0.0012471367980878673,-0.03942798146127528,0.04202155313221263
