Symbol,ExpRet,LastRet,Beta_MKT,Beta_SMB,Beta_HML,Beta_RMW,Beta_CMA,Sector,Weight,Side,Beta_MKT_contrib,Beta_SMB_contrib,Beta_HML_contrib,Beta_RMW_contrib,Beta_CMA_contrib
TSCO,0.018488569350761295,-0.06645789114819356,0.7988783396581903,0.2626163134391221,-0.4417626837514525,0.3470397968355185,0.5994461328317846,Unknown,0.006540982595098836,Long,0.0032104686731079936,0.0010553815336940427,-0.0017753207049511115,0.0013946559078556338,0.002409006397013592
CAH,0.015449803013349073,-0.036436121274614576,0.7259165888561705,-0.2118409579031861,-0.0116923660090079,-0.2990136151369568,0.6525774048574646,Unknown,0.0065186912440258595,Long,0.0029172557974338083,-0.0008513295770672176,-4.698834969351362e-05,-0.001201652112186076,0.0026225261232760513
AFL,0.013687206460833688,-0.09611721229244448,0.9635293793914372,-0.1316911413485161,0.5924617739321072,0.2273948166398552,0.3516481901834063,Unknown,0.006344283474125138,Long,0.003872155163799955,-0.0005292298749846485,0.0023809382114889335,0.0009138361863231259,0.0014131757521702053
HWM,0.02644465222255235,-0.08186347677335014,1.1932126059523334,1.0414353259292517,1.0192371858630005,0.6588715031328917,-0.7656024287263997,Unknown,0.006162546305682979,Long,0.0047951878297345756,0.00418523737969217,0.004096029261576894,0.0026478203443552803,-0.00307674209133416
STLD,0.026952709933922542,-0.24520171161903662,1.286999421982289,0.1377377184517474,0.7198253276697808,0.0333625637198651,0.0154977173614564,Unknown,0.006106981566799571,Long,0.005172090819673625,0.0005535293776820956,0.002892776721900242,0.0001340748151001619,6.228099276659058e-05
SNA,0.014620972327912233,-0.08267124054626944,0.7800802268159864,0.5337107749168211,0.6933103394278212,0.6424031019155263,-0.2569242192819377,Unknown,0.006090899382262791,Long,0.0031349243137262306,0.0021448343737843372,0.0027862203979985823,0.002581638444584225,-0.0010325065988399567
GS,0.016214821071639587,-0.06430958488173784,1.2032950533892963,0.4704524822496002,0.6107809160082184,-0.0905975488413333,-0.2541594282309161,Unknown,0.0060064004802424876,Long,0.004835706366835578,0.0018906169831747685,0.0024545577212865496,-0.00036408621685740054,-0.001021395676667762
LEN,0.01576277961765157,-0.24934244384368448,1.4286293920770627,0.8746258726784588,0.0964520417962998,1.160700382973643,-0.1072327207526984,Unknown,0.005977919541963612,Long,0.005741262068398483,0.0035148768285861295,0.00038761378707152523,0.0046645302963098404,-0.00043093832141696885
CMI,0.014825169213636791,-0.07158118159246987,0.9499209212513108,0.0035359403832717,0.4223600328333691,-0.3011252174339993,0.1453502164044706,Unknown,0.005957957547492021,Long,0.003817466575589051,1.4209955717823524e-05,0.0016973468760769815,-0.0012101380513938138,0.0005841218784272947
NUE,0.019994561010798995,-0.2851507408904066,1.4417519302404989,0.3831247163604864,0.5284603927402418,0.6326102174630713,-0.0136066016085431,Unknown,0.005952338821485864,Long,0.005793997880090913,0.0015396711097399407,0.002123734555873434,0.0025422835801533973,-5.468112732957436e-05
LOW,0.01421728888673302,-0.10222337414371233,0.9496157007023291,0.5547005736018413,-0.045884599895118,0.7375667417032644,0.0859945571835082,Unknown,0.005910891308107185,Long,0.003816239979545261,0.0022291865057521825,-0.00018439737720814847,0.002964074504232791,0.00034558808042482714
URI,0.030307818891856193,-0.20802277333039876,1.3943204054415796,0.7130494251079158,0.6816118017966085,-0.1934960701570194,-0.5508731381087812,Unknown,0.005727832994287799,Long,0.005603383844229297,0.0028655462641108778,0.002739207246281072,-0.0007776066026203824,-0.0022138051126929232
MS,0.016695137004032804,-0.049205811064961656,1.2197617984856888,0.3968873348241367,0.7393755224963697,-0.1367545883087449,-0.3466352490646547,Unknown,0.005676086890091738,Long,0.00490188161111951,0.001594979225186395,0.002971343488487976,-0.0005495784525299027,-0.0013930301434799347
PKG,0.01705621422420503,-0.10359226585415307,0.8343499083939768,-0.1888227789089467,0.2830797065267864,-0.0831553277228577,0.277533652267999,Unknown,0.005494216502134888,Long,0.003353018989669292,-0.0007588259517910377,0.0011376181887541236,-0.000334178011098021,0.0011153301474175514
NVR,0.013219581701221783,-0.12492570282374067,1.0440239460440344,0.5042887612898937,0.1220381217074926,0.8033082502889629,-0.0437583958210121,Unknown,0.00547886408896316,Long,0.004195640320130689,0.0020265955276924253,0.0004904370881234328,0.0032282712452879436,-0.00017585275754118863
NRG,0.018275041425476465,-0.1177872373564311,1.242941802862405,-0.3804311949956002,0.1709590233398003,-0.6339352822691289,0.4120562282446847,Unknown,0.005351005432079369,Long,0.004995035567359949,-0.0015288466005086425,0.0006870365130345165,-0.002547608645108226,0.0016559387664767747
FAST,0.015338498951336528,-0.15356949078241514,0.9478431511862996,0.2252107590676361,-0.28675157063318,0.4543047733664853,0.2708672262365669,Unknown,0.00527574386397535,Long,0.0038091165986620336,0.0009050590696236372,-0.0011523743839096092,0.0018257238562264411,0.0010885396451933182
JBL,0.019998000252816832,0.05491465608354823,1.02986026702227,0.5879017398794666,0.0515898168173417,0.6881921969989997,-0.1525579390984817,Unknown,0.005252659501385187,Long,0.0041387204544415185,0.0023626127096602416,0.00020732504878567763,0.002765652014658427,-0.0006130877005867401
LIN,0.01331371969527169,-0.0997131918489988,0.9685134195112034,-0.2386553814173633,-0.0233293225581027,0.4955135973567395,0.5100590504717437,Unknown,0.0052184766101305334,Long,0.0038921846274562973,-0.0009590892476029711,-9.375402426064823e-05,0.001991330597464335,0.0020497847064865704
PCAR,0.015471953777494486,-0.11843874037988067,0.9525547808223704,-0.2850899409227992,0.3607761523606834,-0.4195312992204593,0.1975889832233991,Unknown,0.005177083677320426,Long,0.0038280513207529653,-0.001145696758711052,0.0014498584798956825,-0.0016859789866275063,0.00079405487581676
WAB,0.015724025777725865,-0.05896454626987894,1.2025210356185565,0.0410054366695364,0.5639981091261111,0.1603512055335829,-0.0715803787870325,Unknown,0.005085258566828183,Long,0.0048325958058377015,0.00016478938446495744,0.0022665507013449036,0.0006444066593180302,-0.00028766152779069877
AZO,0.016902986398694392,0.006769201858485497,0.6481444828044156,-0.0640218202822059,0.1965249033630828,0.6537390261074766,0.1897341925977648,Unknown,0.004987887242273774,Long,0.0026047114490319948,-0.00025728579460461377,0.0007897786363849933,0.002627194354279505,0.0007624886685664659
PH,0.021287592874688475,-0.10102297363362278,1.1681616966567665,0.6800125719259801,0.5048145741828134,0.5659724698420924,-0.5373606808533289,Unknown,0.0049356721494803425,Long,0.004694515229748077,0.0027327803885908914,0.002028708622686786,0.002274485105012407,-0.0021595023251947646
ODFL,0.019624129040901103,-0.24738843625594684,0.7583025415749681,0.9952940553606082,-0.2256101376071143,0.9480856405439207,-0.4163608080344633,Unknown,0.004920328232359236,Long,0.0030474058859904,0.003999808514814683,-0.0009066640603037637,0.0038100910955879835,-0.0016732376690504643
NWS,0.013245159357855403,-0.05653539884563056,1.2578560525274065,0.3445539211395577,0.4454504574573295,0.0807597678025628,-0.3225755619117963,Unknown,0.00485421358647246,Long,0.005054971766597602,0.0013846658685080437,0.0017901408363384453,0.00032455092559968284,-0.0012963409881298473
MPC,0.018880841368277987,-0.11042539377655122,1.387106464194577,-0.1364432388870664,1.8850649776408104,-0.4040595390703976,-0.7412677351133677,Unknown,0.004753904101344594,Long,0.005574393031444144,-0.0005483272262604348,0.007575549063050374,-0.001623802308635628,-0.0029789477619150554
AAPL,0.017823755838867267,0.05136762195405097,1.1758913937340434,0.1097319558858221,-0.7748497548249225,0.530433055806914,0.4994014852013618,Unknown,0.004682636221997473,Long,0.004725578721004868,0.00044098204860709093,-0.0031139045092838363,0.0021316621371630434,0.0020069549316214705
VST,0.03400094918285431,-0.151282079458657,1.246540370076087,-0.3362157915388464,-0.0969640457260115,0.1497473663124987,0.4543014895504131,Unknown,0.00462335836393718,Long,0.005009497202798135,-0.0013511572570630876,-0.00038967138770387044,0.0006017927944227439,0.0018257106594878332
PNR,0.015324430243578449,-0.08312625150692089,0.9556494388229064,0.7115030801282254,0.3068130809830516,0.6563145503473361,-0.5539532553056483,Unknown,0.004611456075717883,Long,0.003840487885961323,0.0028593319360102586,0.0012329959846167353,0.002637544666058439,-0.0022261832424770828
FTNT,0.02239504376862023,-0.009434827063706467,0.9379498687331574,0.3028672731903158,-0.4732607209016576,0.1162134856102117,0.0738658904826352,Unknown,0.0045827191844479654,Long,0.0037693582627386793,0.0012171388863830997,-0.0019019025091071638,0.0004670295042720854,0.0002968463602445288
GDDY,0.016575865122461602,-0.004432807412328707,1.041463519043908,0.1552899976744488,-0.0040162021000541,-0.1468154293897615,-0.0740250909884348,Unknown,0.00457349326368958,Long,0.004185350679936911,0.0006240670800940018,-1.613999327183039e-05,-0.0005900101597276991,-0.0002974861425633625
WMB,0.020846380184557475,-0.08158471616482074,1.1566780330509718,-0.5652898965392744,1.0371784979563674,-0.2462591683827024,-0.016729938852653,Unknown,0.004561624442094354,Long,0.004648365596657902,-0.002271742033762366,0.0041681303783187166,-0.0009896467413255483,-6.723294639886671e-05
WMT,0.014504002023284519,-0.02693750999311372,0.596693629643091,-0.2604082382550993,-0.3979989842309834,0.1280539916631408,0.4433765981434575,Unknown,0.004528182626487534,Long,0.0023979448563242905,-0.0010465078969282675,-0.00159944663332477,0.0005146131873807537,0.001781806575626773
ERIE,0.016564137352607266,-0.06988521686052898,0.4066004296311996,0.2130441935800687,-0.0197510897392096,-0.0940218901019266,-0.1923102001569573,Unknown,0.0045083424073193564,Long,0.0016340134373423357,0.0008561650448164751,-7.937410706942936e-05,-0.0003778476869053552,-0.0007728409226706583
TTD,0.024942275815784957,-0.09304428113543078,1.2697468713014632,1.036105747666995,-0.8402349699656143,-0.3385973024261814,-0.3939664718802457,Unknown,0.004496469811759542,Long,0.005102757642464567,0.004163819294856908,-0.0033766694066065415,-0.001360727883426203,-0.0015832410937159434
EME,0.02982115123368929,-0.12018897316846586,0.9480809718535276,0.2054268409119537,0.5091139224896848,0.3456819738791605,-0.3397791099742636,Unknown,0.004430487279778474,Long,0.0038100723334267036,0.000825553034327541,0.002045986501393444,0.0013891991970542375,-0.0013654772375173202
KLAC,0.02251059752074118,-0.027131928089274837,1.1406216385691976,0.1459139738781957,-0.1931752459671167,0.4660322878188453,0.0947048897880574,Unknown,0.0044035191027819,Long,0.004583839436756188,0.0005863874620822469,-0.0007763172999066568,0.001872853457685948,0.0003805924716707097
HCA,0.013447806812376974,-0.08977034047219326,1.5955856614178412,-0.2710243759069987,0.491982569848292,0.4593540068043467,0.0759399147612471,Unknown,0.004146689568083016,Long,0.006412212632319001,-0.0010891711857782419,0.0019771403852167435,0.0018460153135995364,0.00030518128390336514
NTAP,0.01477476740252605,-0.05839345847108931,1.1719732611226354,-0.0634745346368386,0.1243222955943924,-0.257761917523452,-0.091744816433343,Unknown,0.00405926291606572,Long,0.004709832841586745,-0.00025508640662215177,0.00049961654429815,-0.0010358730738442108,-0.0003686967645227623
PWR,0.0356898154775677,-0.08967166160254035,0.8700294448152925,0.512870278392716,0.3076803329030446,-0.1805287775356635,-0.6743817059393097,Unknown,0.004055016561215661,Long,0.0034964050702089903,0.0020610822454549065,0.0012364812275913058,-0.000725494679353443,-0.0027101515126341223
PHM,0.017985955752476454,-0.2202626313325605,1.4551540849776514,0.5304442639864473,0.7909010959030176,1.1145446802869667,-0.6662311929684431,Unknown,0.004026391972985877,Long,0.005847857392609657,0.002131707179702674,0.003178410360969144,0.0044790434327853365,-0.002677396879965119
GWW,0.022890903196422212,-0.13581587652760138,1.071091582517986,-0.0422369172860573,0.106019682269559,0.4582003056145449,-0.0105777550682235,Unknown,0.004006004149469014,Long,0.004304417582751025,-0.00016973836072906755,0.00042606345893032323,0.0018413789111035434,-4.2509039978316165e-05
TPR,0.015208910553225765,0.04439107329428559,1.4464534602435883,0.5850777476291715,1.185507600270027,-0.4113743375427962,-1.1601890153683707,Unknown,0.003993678660928713,Long,0.005812892014580846,0.0023512638744213853,0.004764223566290223,-0.0016531984384090073,-0.004662475252887495
RJF,0.016883308149403867,-0.08942206976080662,1.0199967080581174,-0.1534738904863665,1.0665863531119024,-0.7811615563345062,-0.6080828866233895,Unknown,0.003992188186969668,Long,0.004099081568909443,-0.0006167686531059337,0.004286312325472945,-0.0031392698747111487,-0.002443715095583587
AXP,0.013872640826522502,-0.029657150617704863,1.2196356079619777,-0.2428639069248899,0.8936942723379571,-0.6826170675368213,-0.413392974230009,Unknown,0.003981334785185595,Long,0.004901374486688786,-0.0009760021348739804,0.003591507395111835,-0.00274324712820913,-0.0016613107748249076
IBKR,0.0226734193150752,-0.08057324851089027,0.7731658311336473,0.170773863113004,0.2806614480004124,-0.3913369440996053,-0.4517305368593939,Unknown,0.003957707330940716,Long,0.003107137290809674,0.0006862924058555818,0.0011278998839046996,-0.0015726737568065145,-0.00181537871948544
AMAT,0.017764739088812428,-0.07272086428979677,1.3793196683989974,0.2294270845097036,0.15247346883189,0.0779535337457625,-0.3263689501766044,Unknown,0.003820665240543009,Long,0.0055431000764038394,0.0009220033026506305,0.0006127482382039976,0.00031327345557512204,-0.0013115855548986905
AMP,0.02094797874135431,-0.07562319200803783,1.255151491440039,-0.0241470478165798,0.8989727118946587,-0.2292801668911501,-0.5790302164013738,Unknown,0.003734391508842974,Long,0.005044102891808463,-9.704023343071176e-05,0.0036127199677883394,-0.0009214128818212269,-0.002326960537364088
WSM,0.027256855870212506,0.07029756840163712,1.47634847596023,0.5626307701681248,0.7672812990200785,-0.0273713515108975,-0.953820051425041,Unknown,0.00364851952570682,Long,0.005933031723815438,0.0022610557483937277,0.0030834890016163607,-0.00010999780843220995,-0.0038331360895234095
FSLR,0.02196900633470042,-0.1262339102644449,1.290181876326216,0.5454525699443551,-0.4207774792311195,-0.2557403796654082,-0.4063165951920964,Unknown,0.0036293524276978053,Long,0.0051848802138373794,0.0021920213648824838,-0.0016909870356465722,-0.0010277490784339355,-0.0016328727860943873
BLDR,0.03276820642829417,-0.26933535954688836,1.6826477014418624,1.2412927819184276,0.4981591551082716,1.120364018795165,-1.1702235096372302,Unknown,0.0036243577347762003,Long,0.006762090627801499,0.004988408613268036,0.002001962354344645,0.004502429727107417,-0.004702801079614051
GRMN,0.013498729396986136,-0.03369496172167127,0.9006956357011539,0.0696029384806074,0.2331514852066357,0.0769597876003936,-0.3613896500973167,Unknown,0.0035382837128473247,Long,0.0036196439168207683,0.00027971474811028447,0.0009369706276737598,0.0003092798676777537,-0.0014523239557594125
HUBB,0.019714061728760505,-0.09435273128028311,0.7238580628096518,0.3253532191880379,0.2578856544165511,0.530463537841504,-0.5317317060401412,Unknown,0.003528237804094153,Long,0.0029089831568363013,0.001307503616063682,0.0010363703378195644,0.002131784635936994,-0.0021368810493354326
LRCX,0.014639960605806543,-0.02600652825686808,1.365976228005437,0.1007780552324548,0.0431911872648213,0.053232373654529,-0.280636410064999,Unknown,0.0033866539007226335,Long,0.005489476520414903,0.0004049988254769503,0.0001735733049507623,0.00021392602543982684,-0.001127799263443118
ORLY,0.01727568666297316,-0.05070710677534678,0.8870692186270757,-0.2455692159670164,0.1926594586473058,0.4569144671884542,-0.0643327949853213,Unknown,0.0033855629720063824,Long,0.0035648831566758013,-0.0009868740154841606,0.0007742444948873748,0.0018362114860017325,-0.0002585355149849513
AVGO,0.02916824532132253,0.35453754347017624,1.0642696867681454,-0.1646433149186175,-0.2638377379291357,0.1408323233654446,0.0683061455957775,Unknown,0.003384819517128677,Long,0.004277002291199319,-0.0006616554468218974,-0.0010602900971975085,0.000565965729549292,0.00027450330010177156
GE,0.01690525508251586,-0.09156986955060896,1.0858927928879265,-0.063237014859078,1.101882155512318,-0.6112657103139715,-0.861792888331988,Unknown,0.0032003397072091996,Long,0.004363899508668689,-0.0002541318810481197,0.0044281562862783265,-0.0024565059740482747,-0.0034633046527220825
TT,0.023258243682074853,-0.12288906384949386,1.0001071029050912,-0.0141315392177834,0.299135523997431,0.3662410143197213,-0.363161840983161,Unknown,0.0031613170871814806,Long,0.004019150807122111,-5.679070480356528e-05,0.0012021420298094457,0.0014718202320817006,-0.0014594458954082018
COST,0.019369909592481232,-0.061013265576265345,0.7940434124946885,-0.0729195253703675,-0.4324505638641625,0.2873689406140842,0.0057301427171055,Unknown,0.003121704400668468,Long,0.003191038452729478,-0.0002930431834710069,-0.0017378978988813387,0.0011548554212403473,2.302784137766993e-05
IR,0.016705101831435046,-0.144344635265281,1.2539829946060836,0.1736065456083169,0.5313107938743625,0.3290377668665937,-0.6196537351381417,Unknown,0.0031198614269637593,Long,0.005039407029755619,0.0006976761647592899,0.002135189521032211,0.0013223107829492399,-0.0024902151004451336
CMG,0.01982331851425663,-0.023450174999669896,1.301486375371279,-0.2448889195097702,-0.6602688733890714,-0.0383606829863528,0.2421526033115667,Unknown,0.0030304243085008046,Long,0.005230309834654089,-0.000984140094239845,-0.0026534359846968588,-0.00015416085891051463,0.0009731436045392867
ISRG,0.01637006269134604,-0.04109493619129763,1.5066302243925946,-0.6663357300803595,-0.4617014730760737,-0.2162565666067686,0.4790125802623933,Unknown,0.0030280812777233007,Long,0.006054725603700378,-0.0026778169853883408,-0.0018554491241717216,-0.0008690746738007454,0.0019250176236034035
LII,0.01717899379873486,-0.09409407627143516,0.9114858031078612,0.4055268176616951,0.161473187577206,0.5340112511486961,-0.6569999103535058,Unknown,0.00300543044202814,Long,0.0036630065825949422,0.00162969889102901,0.000648915591434506,0.002146041903744232,-0.0026402989362900617
CTAS,0.01903893814220243,-0.2133812977569086,1.2654839175321195,0.0788345837321137,0.3674961789209743,0.4107469888575937,-0.481327892309132,Unknown,0.0029791695110347387,Long,0.0050856260232279744,0.00031681414912031566,0.0014768643876581819,0.0016506772994558348,-0.0019343222153359876
TRGP,0.029778918837771,-0.13842084424278772,2.2697663420791514,0.5762826311879445,2.6825238855109195,0.1828800066647852,-1.9699136033288351,Unknown,0.002975494845705433,Long,0.009121556280569421,0.002315918760642261,0.010780313436688692,0.0007349436117973668,-0.007916531965208194
MSI,0.016994956400559445,-0.0813653322665498,0.9826759353943464,-0.2218746260377544,0.230378518028763,0.227605773657147,-0.2582232692232721,Unknown,0.0028633502467742106,Long,0.003949099818816573,-0.0008916520837910526,0.0009258268479338735,0.0009146839635900341,-0.0010377271173274665
BKNG,0.016115922396502204,-0.04935754535505643,1.4121488902144854,-0.5518001603945987,0.7688180365780404,-0.4617045477653536,-0.3359830597904473,Unknown,0.0028053925879960033,Long,0.0056750315395177765,-0.00221753055605538,0.003089664720175379,-0.001855461480488225,-0.0013502219732402809
BX,0.020678575469348478,-0.10623110075172207,1.473881959710381,-0.2243747497068335,0.7453223646497728,-0.6541983524645257,-0.6141970299833217,Unknown,0.0028034616134249867,Long,0.005923119484668686,-0.0009016993817587362,0.0029952421843089036,-0.0026290402584764694,-0.002468286128174547
IT,0.018154005879481735,-0.07020450486482452,1.2269331063368671,-0.1093774393178763,0.6036750465887145,-0.242680125501296,-0.6064585463277978,Unknown,0.0027731548641505843,Long,0.004930701092207547,-0.00043955734564671934,0.002426001218958205,-0.0009752635687195896,-0.0024371873261165924
PGR,0.020694064252612027,-0.11867249891936851,0.5041878294277664,-0.8157014823759287,0.3862195044599259,-0.1322853842272195,0.0033626841444752,Unknown,0.0027374228548590644,Long,0.002026189910760044,-0.0032780761797799518,0.0015521081977794152,-0.0005316179709581995,1.3513687338191811e-05
APH,0.01727381304310126,-0.048466213106061855,1.1284385177675866,-0.0414654141179797,0.2587355026820058,0.3692447922405633,-0.4227246641384428,Unknown,0.002691743627285818,Long,0.004534878880770908,-0.00016663790521618375,0.0010397856403727727,0.0014838915756607027,-0.0016988122273376934
ANET,0.03218341471642444,0.08225166436910505,1.142560401208523,-0.5157133516717263,-0.6928772938508525,0.1791684256103755,0.4107610121630545,Unknown,0.00269174324907906,Long,0.004591630781707172,-0.0020725077620129323,-0.0027844801089084055,0.000720027805333041,0.0016507336551994322
PANW,0.02557989499529601,-0.06702716662298162,1.1651302390185587,-0.2473749674568754,-0.1764867821124558,-0.7307703308848826,-0.2560103316054233,Unknown,0.002499532209880523,Long,0.004682332649124494,-0.000994130825816621,-0.0007092510299279167,-0.002936761629494789,-0.0010288339397997275
MPWR,0.019248271880439365,0.03809227804541891,0.988720923446146,0.030137559806101,-0.5395647022402877,-0.3010859113544345,-0.2782532460610068,Unknown,0.0023894552203558932,Long,0.00397339293556063,0.00012111442611249663,-0.00216835967088362,-0.0012099800912503966,-0.0011182219936663844
AJG,0.018202574654389313,-0.09874612399030835,0.6986904468159171,-0.1572151897700599,0.3138477515964796,0.1886547110268135,-0.5179304774659644,Unknown,0.0023525073932816505,Long,0.0028078415452621685,-0.0006318038888242512,0.0012612663588513241,0.0007581505339661219,-0.0020814177706505264
FICO,0.028594787118505043,-0.17982812153342456,1.3514994544841483,-0.4764787146212912,0.4473892315007704,-0.1732314425518163,-0.3193727441594196,Unknown,0.0023137816410339243,Long,0.005431298415476343,-0.0019148347260847355,0.001797932227119381,-0.0006961687304575945,-0.001283469759121336
ETN,0.023370414768574627,-0.12391209613473017,0.8966625389559776,0.0523911172918818,0.2800426185063758,0.3526683514576098,-0.635123693657984,Unknown,0.0023030519621251907,Long,0.0036034360286940955,0.00021054525134162408,0.001125412981198776,0.0014172754950844387,-0.002552384538188913
MSFT,0.014429790684627958,-0.006059674764178234,0.9380676983415154,-0.4327603333589142,-0.4610822319869597,0.1426349895383263,0.0992476315514228,Unknown,0.0022936428603850525,Long,0.003769831786988391,-0.00173914277586625,-0.0018529605673802678,0.0005732101408555047,0.00039884848062389283
TSLA,0.033747217086244105,0.15359072915244557,1.9066032651388984,1.1447428012467356,-1.023208721148903,-0.4136656036358623,-0.9067771733545562,Unknown,0.002183064689751363,Long,0.0076621054181952525,0.0046004012372409505,-0.004111989751411915,-0.0016624063961772585,-0.0036440839161940505
RSG,0.013548800624516678,-0.08509025092432293,0.7634350348232752,-0.48912105605189,0.2699225434271127,0.1099458058296311,-0.294087124439538,Unknown,0.0021017774630983877,Long,0.003068031941261442,-0.0019656407613754642,0.0010847432291244158,0.00044184145173678204,-0.0011818539235667826
APO,0.023075653086632508,-0.058629094934396796,1.5519628796219394,-0.3793740895585644,0.5922123890901375,-0.5584824759373773,-0.6315376636916524,Unknown,0.001823775116270208,Long,0.006236904869625759,-0.0015245983893339252,0.0023799360035394296,-0.002244384913782856,-0.0025379732864422955
