N_LONG,N_SHORT,Score,ExpExcess,ExpNominal,Beta,VolMonthly,SharpeAnn,CashAbs
151,68,1.0768580738526885,0.01199624930145701,0.01541618274359061,-4.0223900599212215e-16,0.011126474060696763,3.734896280176116,0.0
93,81,1.0768512536773829,0.012876884771427127,0.016296818213560726,3.7708551559045844e-16,0.011940329526739188,3.7358129216409695,0.0
132,86,1.0768317412004136,0.011616058000203688,0.015035991442337289,-3.148523108897905e-16,0.010775546623307873,3.7343075657062874,0.0
108,86,1.0768253779098476,0.01217152558303219,0.01559145902516579,1.214523273618262e-15,0.011289864120131323,3.734624348196483,0.0
119,71,1.076802731176712,0.012427943879953602,0.0158478773220872,-2.42861286636753e-17,0.011525592259439658,3.735310038590736,0.0
147,58,1.0767941243274284,0.012469686468438195,0.015889619910571796,-1.0687545659843908e-16,0.011563732938924138,3.7354945209930652,0.0
109,94,1.0767930073063139,0.011892579031094683,0.015312512473228283,-3.139849491518021e-16,0.0110320624721832,3.734306466596336,0.0
155,57,1.076787242390438,0.01237195349968536,0.01579188694181896,-2.723515857283587e-16,0.011472534845493211,3.735678703778805,0.0
161,54,1.076784555589238,0.012415252682004621,0.01583518612413822,2.970713952610282e-16,0.011512254833434512,3.7358186984508257,0.0
139,51,1.076782643318734,0.012924895517884557,0.016344828960018157,4.128641872824801e-16,0.011985307599964667,3.735669782819976,0.0
153,54,1.0767694821662035,0.01256291019374266,0.01598284363587626,-8.456776945386935e-17,0.011649615773007334,3.73567663869313,0.0
104,87,1.0767627797386299,0.012196241843534593,0.015616175285668193,1.6562272386888566e-15,0.011311861911161675,3.7349307656514763,0.0
113,91,1.0767608259238797,0.011739174179491711,0.015159107621625312,-1.457167719820518e-16,0.010890401631195928,3.7340856299617444,0.0
164,55,1.0767563607654196,0.012295091335544194,0.015715024777677795,-8.998878031629687e-17,0.011402445436184131,3.7352904683557275,0.0
156,68,1.0767526185231049,0.011908406111330734,0.015328339553464335,2.8275992658421956e-16,0.01104602384369014,3.7345500451315417,0.0
129,91,1.0767423174809014,0.011433704954652728,0.014853638396786328,-2.8102520310824275e-16,0.010607638597705022,3.7338673858091473,0.0
90,77,1.0767398726307942,0.013159015001736265,0.016578948443869864,3.4911309954033243e-16,0.012201815210879473,3.735851128157755,0.0
91,77,1.0767353322868993,0.013125428573768614,0.016545362015902215,2.914335439641036e-16,0.012170369593590231,3.735943922829889,0.0
114,72,1.076726798860632,0.012498822100860766,0.015918755542994364,-2.17057274931598e-16,0.011593089486014506,3.7347412766151282,0.0
95,73,1.0767102167219822,0.013067008305670293,0.016486941747803893,8.847089727481716e-17,0.012117172709377035,3.735644086484106,0.0
178,80,1.0767028552775215,0.01090754742639518,0.01432748086852878,4.336808689942018e-17,0.01012086495375073,3.7333620031126262,0.0
112,95,1.0766823331127773,0.011735420783970458,0.015155354226104058,-6.177783978822404e-16,0.010887482820279633,3.7338924674444733,0.0
