Start,End,Months,Cumulative_Return,Annualized_Equivalent,Average_Beta,Long_Exposure,Short_Exposure,Market_Cumulative_Return,Excess_Cumulative_Return,Tracking_Error,Information_Ratio,Correlation_vs_Market,Sharpe_Ratio
2025-01-31,2025-09-30,9,0.10488115670614451,0.14223138543287872,1.0263787112078622,0.48289176122322097,-0.49521696744978033,0.13717797518815145,-0.03165504738903402,0.05555860346419728,-0.745933561864303,0.9031300348841625,1.361292356187847
