Start,End,Months,Cumulative_Return,Annualized_Equivalent,Average_Beta,Long_Exposure,Short_Exposure,Market_Cumulative_Return,Excess_Cumulative_Return,Tracking_Error,Information_Ratio,Correlation_vs_Market
2025-01-31,2025-09-30,9,0.10901216373958644,0.14792913705068056,1.1168742000665894,0.4920169265141593,-0.5079830734858332,0.13717797518815145,-0.027628359564680016,0.05355399355395047,-0.6727359864175348,0.9080646369964462
