Symbol,Beta,Alpha_monthly,Alpha_annual,Corr,R2,N_obs
HCA,1.6193895694066627,-0.001488672216127425,-0.01771852440534749,0.7651568462895046,0.5854649994237007,59
HD,1.02739671339691,0.0006839678003776762,0.008238559694837111,0.7353624473201797,0.5407579289287241,59
HIG,0.9777320968260017,0.0022851638641743152,0.02776925546874698,0.6041414587303662,0.36498690215685475,59
HII,0.5464599045442506,-0.01005093296703664,-0.11416220027210688,0.3232453936673579,0.10448758452716517,59
HLT,1.302374483605477,0.0016179069184675942,0.019588581242120817,0.741401864366302,0.5496767244858284,59
HOLX,0.952113756520761,-0.004743609643160997,-0.055461428813720626,0.5565026834545101,0.3096952366920707,59
HON,1.0090783363154567,-0.004002853990058508,-0.04699072432408036,0.7658966569877164,0.5865976891849597,59
HPE,1.2020592793032252,-0.0018995647164904012,-0.022558127272180317,0.7076275210502034,0.5007367085476561,59
HPQ,1.0721285882063714,-0.0009324638443494841,-0.011132357865054954,0.6142300574536014,0.37727856347945443,59
HRL,0.27632590340019303,-0.00909875012708039,-0.10388341636043497,0.24382234608180908,0.05944933644883748,59
HSIC,0.9106910258042734,-0.009390967794575097,-0.10704946490348632,0.6108360673026789,0.3731207011178029,59
HST,1.3260302780744662,-0.0093908421796178,-0.10704810612700222,0.718411573273381,0.5161151886131345,59
HSY,0.3696664042464371,-0.0017320558057092106,-0.020587807246480017,0.3938333533215542,0.15510471018850017,59
HUBB,0.8793207394394289,0.010620236353936835,0.13515687050789915,0.6075328669697673,0.36909618444850495,59
HUM,0.5189867135762415,-0.010439803010205796,-0.11832886938853482,0.3233519049109114,0.10455645440951511,59
HWM,1.5422903957985235,0.012049733522753974,0.1545752893012171,0.6378650766067628,0.40687185595455144,59
IBKR,0.8372662437506148,0.014105446224803173,0.18303442162403916,0.5187764452404827,0.26912900013635155,59
IBM,0.6934431840389467,0.004220797507291226,0.05184206963556437,0.5439519868663711,0.2958837640158728,59
ICE,1.0881612847303794,-0.003035227238226605,-0.035820804877266466,0.8264386343512211,0.6830008163483113,59
IDXX,1.3458250020453475,-0.005839565474026722,-0.06786738987076069,0.7003238638343379,0.4904535142558562,59
IEX,0.9307705500462405,-0.004479589126442173,-0.052450244122414724,0.7599104354627081,0.5774638699251227,59
IFF,1.196359193497398,-0.016960681879192616,-0.18557581633662135,0.6708927948574123,0.45009714219158986,59
INCY,0.6432989324640742,-0.008231533156189784,-0.0944268235181489,0.4435749583613857,0.19675874368530508,59
INTC,1.0632110553155674,-0.028223897395917803,-0.2907577823848919,0.4914131475962429,0.2414868816304468,59
INTU,1.2150731029070612,0.002296203498851193,0.027905107638102278,0.8004984600762249,0.6407977845844075,59
INVH,1.0498060916158611,-0.008161898395798445,-0.09366353574760888,0.7654122619775866,0.5858559307856457,59
IP,0.9980471229327178,-0.0006330227503780692,-0.007569881356134234,0.5879676359464157,0.3457059409204168,59
IPG,1.0933856335466856,-0.004175216718563939,-0.04896792303301156,0.7020209425257335,0.4928334037447193,59
IQV,1.4399234100704974,-0.009769897106957314,-0.11113972637803071,0.7832662359294686,0.613505996347118,59
IR,1.3962763535864617,0.002605284352026345,0.031715300901677734,0.8163769448957351,0.666471316157294,59
IRM,1.093417594546231,0.013764092320175307,0.17826466168781252,0.6950330497848686,0.4830709402932556,59
ISRG,1.3445257167144404,0.004447332878294243,0.054692940180739,0.7252809030425796,0.5260323883182598,59
IT,1.2976491188345023,0.006089382906269387,0.07557027625221902,0.7277038089092804,0.5295528335010745,59
ITW,1.1025574283564816,-0.002857245491935405,-0.03375323059199753,0.8348535111671967,0.6969803851081967,59
IVZ,1.4750684937709808,-0.010041418281386785,-0.11406002636386259,0.6131160883494434,0.3759113377929225,59
J,0.72707820463723,0.001981113416305859,0.024034116738034683,0.6288762400799561,0.3954853253371026,59
JBHT,1.1319639516353088,-0.0027483341424408107,-0.03248602811782919,0.7622901285591995,0.5810862400988009,59
JBL,1.2176153408543544,0.010674520038569387,0.13588876210527356,0.6732039322775993,0.45320353443402256,59
JCI,1.3544681322409162,0.0005676364989987467,0.0068329442160368625,0.7923594824985426,0.6278335495053582,59
JKHY,0.5821947955745421,-0.003139730350630064,-0.03703290376166146,0.5038710903619231,0.2538860757025133,59
JNJ,0.4788063985028122,-0.004077762887257964,-0.04785047800354336,0.5064787568147735,0.25652073110463847,59
JPM,1.1081136493456327,0.001453248122281663,0.01757904228213203,0.7366399783849188,0.5426384577549336,59
K,0.35350560266412534,0.0019518437377413727,0.02367520776616372,0.30788954337619584,0.09479597092040239,59
KDP,0.6100498171229288,-0.003072468442514237,-0.03625291424522881,0.5598637707928308,0.31344744184636736,59
KEY,1.298530201507538,-0.010104246365895854,-0.11473450896163007,0.5698679984041028,0.32474953560509856,59
KEYS,0.9851680971938944,-0.000796645444968277,-0.009517969867780529,0.6324339871197113,0.3999727480641352,59
KHC,0.41849043595188484,-0.0007350112669156478,-0.008784566473961752,0.3099993189384206,0.09609957774228461,59
KIM,1.5722069352276513,-0.007860541625876488,-0.09035346906837893,0.7201232506630203,0.5185774961454752,59
KKR,1.5953467682078866,0.011900315810369428,0.1525314294616711,0.8018820529360452,0.6430148268209264,59
KLAC,1.1999939636709702,0.011897396789740123,0.1524915337179149,0.7289324805976034,0.5313425612701754,59
