Date,Port_Ret,Excess_Ret,Cum_Excess
2020-01-31,0.0,-0.001249707710897,-0.0012497077108970522
2020-02-29,0.01622634103891819,0.01520707445518879,0.01393836234608492
2020-03-31,0.00408670781786033,0.0040617112552603085,0.018056687204566213
2020-04-30,-0.0023448860100446986,-0.002419855093299804,0.015593137544766433
2020-05-31,0.014926845602309877,0.014820241457233577,0.03064447306548934
2020-06-30,0.009842568640348687,0.009730138185279886,0.040672786208311607
2020-07-31,0.0177942042236987,0.017725063857870975,0.05911877779900254
2020-08-31,0.005060876805736464,0.004981744589641341,0.06439503704009031
2020-09-30,-0.00249329805998317,-0.002564103813551496,0.061665817666490375
2020-10-31,0.012015011936763536,0.011945871570935811,0.07434834117558675
2020-11-30,0.010138634657198005,0.0100761561288022,0.08517364279799167
2020-12-31,0.003722827413178441,0.003668676878952025,0.08915479425097272
2021-01-31,0.015180430471560785,0.015140439268515465,0.10564507626734199
2021-02-28,-0.0018844626648038647,-0.0019136246538212325,0.10352928659102067
2021-03-31,0.017015710130878145,0.01700487744275385,0.1222946668639906
2021-04-30,0.0051449270076776715,0.005142427042030287,0.1280659853079984
2021-05-31,0.016433424706310533,0.016426758283759217,0.14659645257678355
2021-06-30,0.004121919904005379,0.004088592680966764,0.15128441844081153
2021-07-31,0.015703266980642505,0.01566993975760389,0.16932497592164708
2021-08-31,0.014489816148258101,0.014456488925219486,0.18622930948604077
2021-09-30,0.010216651274887953,0.010193320934743497,0.19832092553983127
2021-10-31,0.02399493549390262,0.0239549442908573,0.22702663655370658
2021-11-30,0.021515821562566425,0.021475830359521105,0.2533780524469478
2021-12-31,-0.006566643365215959,-0.006594139206568601,0.24511310309065482
2022-01-31,-0.004130077329599375,-0.004274129804448775,0.23979132806682535
2022-02-28,0.013342544918880456,0.013102861147494255,0.25603614169035227
2022-03-31,0.010049331948944161,0.009639424013715361,0.2681436066366567
2022-04-30,0.0027677739486710352,0.002096921372803635,0.27080280406919743
2022-05-31,0.010332994654626865,0.009478686927453664,0.2828483459954996
2022-06-30,-0.0026795308398201573,-0.004003185213909657,0.27771286646512205
2022-07-31,0.02723879659517576,0.025343675002202158,0.31009480609894635
2022-08-31,0.015531433961004277,0.013178783032545077,0.3273602613005886
2022-09-30,0.014686541597887716,0.012074398341598616,0.3433873378383403
2022-10-31,0.022155680605759582,0.018902040745871682,0.36878010003564876
2022-11-30,0.012836110033964171,0.009359208822958572,0.38159079882459257
2022-12-31,-0.00453747947301484,-0.00801999568631114,0.3705104465777722
2023-01-31,-0.008894099521498486,-0.012624918369994985,0.35320786406450244
2023-02-28,0.026467800715282583,0.022625066382443784,0.38382428181820694
2023-03-31,0.012895236118765486,0.009152419853472286,0.3964896226488368
2023-04-30,-0.00535068828791794,-0.00936343124019864,0.38341368808951337
2023-05-31,0.04687771306562083,0.04260617549595423,0.44235565446776026
2023-06-30,0.0015692985870814392,-0.002626667034266861,0.43856706641848153
2023-07-31,0.005046597646539445,0.000775060076872845,0.4396820423195664
2023-08-31,0.027906673107648584,0.023595386279532983,0.47365189622780357
2023-09-30,0.024949452332028096,0.020636575620601696,0.5040630250227518
2023-10-31,0.018718807052869667,0.014390035683330468,0.5257065456228072
2023-11-30,0.01221254617997674,0.007948960766651539,0.5378343270953865
2023-12-31,-0.011902917698102537,-0.016120367926795838,0.5130438719321524
2024-01-31,0.03238936144890788,0.028165546072407482,0.5556595788166312
2024-02-29,0.03319039705902801,0.028938740799843307,0.6006784081407992
2024-03-31,0.01056518057813376,0.00632943240931406,0.610809793934175
2024-04-30,0.016408110234191278,0.012138958390369077,0.6303633469975409
2024-05-31,0.02252716247105674,0.01825801062723454,0.6601305383132756
2024-06-30,0.018117968745301097,0.013874266374440997,0.683163631618178
2024-07-31,-0.005092232947484962,-0.009273872940755762,0.66755418596005
2024-08-31,0.015580594138837566,0.011531974264728366,0.6867843779175815
2024-09-30,0.0033097211883476585,-0.00036348755679904135,0.6861712527852055
2024-10-31,0.021118622336763614,0.017498254794247915,0.7156763069931773
2024-11-30,0.029252188001661024,0.025679083235599625,0.7597333016858012
2024-12-31,-0.008327964364740972,-0.011747897806874573,0.7390601346902423
