Date,RF,Mkt-RF,SMB,HML,RMW,CMA,Mkt
2016-12-01,0.000300,0.018100,    0.44,    3.47,    1.24,   -0.32,0.018400
2017-01-01,0.000400,0.019400,   -1.44,   -2.76,   -0.51,   -1.06,0.019800
2017-02-01,0.000400,0.035500,   -2.30,   -1.50,    0.45,   -1.80,0.035900
2017-03-01,0.000300,0.001700,    0.75,   -3.33,    0.63,   -0.95,0.002000
2017-04-01,0.000500,0.010800,    0.41,   -2.05,    1.79,   -1.60,0.011300
2017-05-01,0.000600,0.010700,   -2.99,   -3.82,    0.99,   -1.66,0.011300
2017-06-01,0.000600,0.007800,    2.52,    1.50,   -2.26,    0.04,0.008400
2017-07-01,0.000700,0.018800,   -1.64,   -0.23,   -0.75,   -0.15,0.019500
2017-08-01,0.000900,0.001800,   -1.83,   -2.13,    0.20,   -2.38,0.002700
2017-09-01,0.000900,0.024900,    4.76,    3.15,   -1.54,    1.63,0.025800
2017-10-01,0.000900,0.022500,   -1.91,    0.13,    0.92,   -3.14,0.023400
2017-11-01,0.000800,0.031200,   -0.38,   -0.09,    3.19,   -0.10,0.032000
2017-12-01,0.000900,0.010600,   -1.05,    0.05,    0.73,    1.79,0.011500
2018-01-01,0.001100,0.055800,   -3.21,   -1.32,   -0.75,   -1.05,0.056900
2018-02-01,0.001100,-0.036400,    0.34,   -1.10,    0.53,   -2.36,-0.035300
2018-03-01,0.001200,-0.023500,    3.61,   -0.21,   -0.41,    0.08,-0.022300
2018-04-01,0.001400,0.002900,    0.89,    0.53,   -2.42,    1.24,0.004300
2018-05-01,0.001400,0.026300,    4.71,   -3.14,   -1.98,   -1.49,0.027700
2018-06-01,0.001400,0.004900,    0.77,   -2.33,    0.83,    0.20,0.006300
2018-07-01,0.001600,0.032000,   -1.93,    0.49,    1.53,    0.31,0.033600
2018-08-01,0.001600,0.034600,    0.65,   -3.91,   -0.29,   -2.57,0.036200
2018-09-01,0.001500,0.000600,   -2.49,   -1.62,    0.65,    1.36,0.002100
2018-10-01,0.001900,-0.076400,   -4.38,    3.38,    1.03,    3.60,-0.074500
2018-11-01,0.001800,0.017100,   -0.81,    0.36,   -0.61,    0.40,0.018900
2018-12-01,0.001900,-0.095500,   -2.81,   -1.92,   -0.03,    0.24,-0.093600
2019-01-01,0.002100,0.083600,    2.91,   -0.39,   -0.73,   -1.65,0.085700
2019-02-01,0.001800,0.034200,    1.72,   -2.66,    0.16,   -1.54,0.036000
2019-03-01,0.001900,0.011000,   -3.52,   -4.14,    0.88,   -0.90,0.012900
2019-04-01,0.002100,0.039700,   -1.15,    2.13,    1.61,   -2.18,0.041800
2019-05-01,0.002100,-0.069200,   -1.56,   -2.45,   -0.48,    1.76,-0.067100
2019-06-01,0.001800,0.069200,    0.37,   -0.64,    0.89,   -0.42,0.071000
2019-07-01,0.001900,0.012200,   -1.82,    0.50,   -0.13,    0.37,0.014100
2019-08-01,0.001600,-0.025500,   -3.25,   -4.77,    0.53,   -0.62,-0.023900
2019-09-01,0.001800,0.014200,    0.29,    6.76,    1.82,    3.38,0.016000
2019-10-01,0.001500,0.020700,    0.25,   -1.92,    0.43,   -1.03,0.022200
2019-11-01,0.001200,0.038700,    0.39,   -2.00,   -1.64,   -1.14,0.039900
2019-12-01,0.001400,0.027600,    0.99,    1.73,    0.05,    1.19,0.029000
2020-01-01,0.001300,-0.000900,   -4.37,   -6.22,   -1.19,   -2.19,0.000400
2020-02-01,0.001200,-0.081500,    0.08,   -3.82,   -1.43,   -2.53,-0.080300
2020-03-01,0.001200,-0.133500,   -8.18,  -13.83,   -1.61,    1.19,-0.132300
2020-04-01,0.000000,0.135800,    2.57,   -1.34,    2.76,   -1.02,0.135800
2020-05-01,0.000100,0.055900,    1.92,   -5.00,    0.96,   -3.16,0.056000
2020-06-01,0.000100,0.024400,    1.95,   -2.17,    0.14,    0.55,0.024500
2020-07-01,0.000100,0.058300,   -3.19,   -1.44,    0.38,    0.97,0.058400
2020-08-01,0.000100,0.076200,   -0.89,   -3.02,    4.27,   -1.51,0.076300
2020-09-01,0.000100,-0.036400,   -0.01,   -2.72,   -1.38,   -1.93,-0.036300
2020-10-01,0.000100,-0.020800,    4.67,    4.25,   -0.77,   -0.57,-0.020700
2020-11-01,0.000100,0.124400,    7.12,    2.09,   -2.25,    1.28,0.124500
2020-12-01,0.000100,0.046300,    4.93,   -1.68,   -1.97,   -0.06,0.046400
2021-01-01,0.000000,-0.000700,    6.81,    3.22,   -3.65,    4.97,-0.000700
2021-02-01,0.000000,0.028100,    4.50,    7.20,    0.33,   -1.99,0.028100
2021-03-01,0.000000,0.031600,   -0.84,    7.35,    6.35,    3.52,0.031600
2021-04-01,0.000000,0.049700,   -3.16,   -1.02,    2.43,   -2.72,0.049700
2021-05-01,0.000000,0.002900,    1.27,    7.04,    2.34,    3.01,0.002900
2021-06-01,0.000000,0.027300,   -0.30,   -7.86,   -2.14,   -0.93,0.027300
2021-07-01,0.000000,0.013400,   -4.55,   -1.79,    5.50,   -0.59,0.013400
2021-08-01,0.000000,0.029500,   -0.66,   -0.23,   -0.26,   -1.72,0.029500
2021-09-01,0.000000,-0.044000,    1.12,    5.12,   -1.92,    2.00,-0.044000
2021-10-01,0.000000,0.066300,   -2.70,   -0.53,    1.71,   -1.54,0.066300
2021-11-01,0.000000,-0.015800,   -1.70,   -0.37,    7.19,    1.70,-0.015800
2021-12-01,0.000100,0.032400,   -0.78,    3.26,    4.88,    4.29,0.032500
2022-01-01,0.000000,-0.061500,   -4.01,   12.86,    0.77,    7.73,-0.061500
2022-02-01,0.000000,-0.022800,    2.86,    3.06,   -2.03,    3.03,-0.022800
2022-03-01,0.000000,0.030800,   -2.11,   -1.90,   -1.50,    3.21,0.030800
2022-04-01,0.000000,-0.094100,   -0.35,    6.18,    3.41,    5.92,-0.094100
2022-05-01,0.000300,-0.003300,   -0.03,    8.44,    1.55,    3.95,-0.003000
2022-06-01,0.000600,-0.084000,    1.33,   -6.00,    1.76,   -4.58,-0.083400
2022-07-01,0.000800,0.095700,    1.78,   -4.15,    0.77,   -6.85,0.096500
2022-08-01,0.001900,-0.037700,    1.49,    0.18,   -4.78,    1.32,-0.035800
2022-09-01,0.001900,-0.093400,   -0.97,    0.03,   -1.37,   -0.77,-0.091500
2022-10-01,0.002300,0.078600,    1.81,    7.97,    3.27,    6.43,0.080900
2022-11-01,0.002900,0.046900,   -2.75,    1.48,    6.30,    3.15,0.049800
2022-12-01,0.003300,-0.063800,   -0.19,    1.34,    0.32,    4.28,-0.060500
2023-01-01,0.003500,0.065900,    4.39,   -3.94,   -2.42,   -4.43,0.069400
2023-02-01,0.003400,-0.025700,    0.58,   -0.80,    0.97,   -1.51,-0.022300
2023-03-01,0.003600,0.024900,   -6.89,   -9.05,    2.27,   -2.10,0.028500
2023-04-01,0.003500,0.006300,   -2.57,   -0.12,    2.42,    2.85,0.009800
2023-05-01,0.003600,0.003300,   -0.43,   -7.79,   -1.78,   -7.08,0.006900
2023-06-01,0.004000,0.064600,    1.28,   -0.13,    2.32,   -1.54,0.068600
2023-07-01,0.004500,0.032100,    2.86,    4.06,   -0.59,    0.66,0.036600
2023-08-01,0.004500,-0.023600,   -3.65,   -1.15,    3.35,   -2.41,-0.019100
2023-09-01,0.004300,-0.052300,   -1.78,    1.49,    1.87,   -0.77,-0.048000
2023-10-01,0.004700,-0.031500,   -4.03,    0.20,    2.41,   -0.69,-0.026800
2023-11-01,0.004400,0.088800,   -0.20,    1.67,   -3.73,   -1.08,0.093200
2023-12-01,0.004300,0.048600,    7.27,    4.89,   -2.97,    1.29,0.052900
2024-01-01,0.004700,0.007300,   -5.72,   -2.38,    0.67,   -0.97,0.012000
2024-02-01,0.004200,0.050700,   -0.82,   -3.43,   -2.06,   -2.17,0.054900
2024-03-01,0.004300,0.028400,   -1.21,    4.16,    1.33,    1.14,0.032700
2024-04-01,0.004700,-0.046500,   -2.59,   -0.45,    1.14,   -0.31,-0.041800
2024-05-01,0.004400,0.043200,    0.59,   -1.31,    3.17,   -2.85,0.047600
2024-06-01,0.004100,0.028000,   -4.32,   -3.36,    0.56,   -1.80,0.032100
2024-07-01,0.004500,0.012200,    8.34,    5.62,    0.26,    0.28,0.016700
2024-08-01,0.004800,0.016100,   -3.55,   -1.10,    0.76,    0.82,0.020900
2024-09-01,0.004000,0.017300,   -0.92,   -2.77,    0.20,   -0.29,0.021300
2024-10-01,0.003900,-0.010000,   -0.89,    0.86,   -1.48,    0.98,-0.006100
2024-11-01,0.004000,0.064900,    4.59,    0.15,   -2.31,   -2.05,0.068900
2024-12-01,0.003700,-0.031500,   -3.83,   -3.00,    1.89,   -1.21,-0.027800
2025-01-01,0.003700,0.028000,   -1.23,    1.63,   -2.35,   -3.24,0.031700
2025-02-01,0.003300,-0.024300,   -4.91,    4.91,    1.08,    3.06,-0.021000
2025-03-01,0.003400,-0.063900,   -1.49,    2.90,    2.11,   -0.47,-0.060500
2025-04-01,0.003500,-0.008400,   -1.86,   -3.40,   -2.85,   -2.67,-0.004900
2025-05-01,0.003800,0.060600,   -0.72,   -2.88,    1.29,    2.51,0.064400
2025-06-01,0.003400,0.048600,   -0.02,   -1.60,   -3.20,    1.45,0.052000
2025-07-01,0.003400,0.019800,   -0.15,   -1.27,   -0.29,   -2.07,0.023200
2025-08-01,0.003800,0.018500,    4.88,    4.42,   -0.68,    2.07,0.022300
2025-09-01,0.003300,0.033900,   -2.18,   -1.05,   -2.03,   -2.22,0.037200
2025-10-01,0.003700,0.019500,   -1.31,   -3.10,   -5.22,   -4.03,0.023200
