Ticker,Alpha,Beta_MKT,Beta_SMB,Beta_HML,Beta_RMW,Beta_CMA,R_squared,Adj_R_squared,ResidVar,N_obs,Weight
DOW,-0.015577561249182059,1.0419025636617363,0.40430870348879955,0.6545976909521615,0.5366346691907387,0.1690882313085678,0.5984020149014713,0.5708953035933528,0.00353918186744056,79,0.08134598824779114
EMR,-0.0034917325748701007,1.2482335391220154,0.086748927742982,0.12776370002885098,0.5508986299661441,0.3204054023421685,0.5636476454720452,0.5584898162223058,0.002058186613711854,429,0.08134598824779114
ITW,-8.548286484920872e-07,1.0998646660149074,0.10994683717849839,0.19135894244963508,0.5010479944516144,0.09283678057551888,0.4826245672872812,0.476509018437249,0.002312340930961551,429,0.08134598824779114
PPG,-0.0044047347684181394,1.1835890358597219,0.2400552947868542,0.15625294407649132,0.6167118619806693,0.34151204709163835,0.514445188931127,0.508705770360573,0.002359058041054178,429,0.08134598824779114
PH,-0.0004700038927287265,1.4016826226681105,0.3900148633626268,0.30629677624477575,0.760409893753801,0.11071762428106895,0.5012255533910399,0.49532987435310893,0.003740263651497143,429,0.07812042104749155
PSX,0.0017256030003293039,1.2892400215482631,0.054345596444516385,0.9608922848394813,-0.20894206890736447,0.44926331204203357,0.5144121268595134,0.4988484129768056,0.0043694659610920075,162,0.07204831178388017
MET,0.0003666695376973503,1.1625025629101173,0.18174340675234285,1.155332292126573,-0.04519940774165735,-0.05452206227844067,0.6207147558170291,0.6143933350806462,0.0027660362120293007,306,0.07198405388774244
EMN,-0.006333658594397261,1.4027191309310039,0.31139353266787995,0.6432910810460737,0.5779747984655091,0.08343940881544584,0.4805649825492888,0.4736576019980825,0.004554023487737911,382,0.06569378461335801
DOV,-0.0009930361486741208,1.2236802246865754,0.1032101482543611,0.16514476872060266,0.2931585561863642,0.1978209582341498,0.48673205726973046,0.48066506031074385,0.002821419487494703,429,0.06530576723433938
BEN,-0.0037251083999598885,1.509037456485314,0.23042786512273872,0.4529421069275763,0.38917347566035115,0.2275277497812041,0.49618040066341385,0.4902250862504518,0.004388383191153404,429,0.06324554694272155
MAS,-0.006226642621398222,1.4727615367861013,0.3811393855913004,0.6360092181258351,0.7014116411460808,-0.04835993629043888,0.4914763634756516,0.4854654457862385,0.00462739861039149,429,0.06023433211510139
ALLE,0.0023176106463949886,0.9366946968547882,0.5298145882970748,0.19257727103490327,0.4149395541132314,-0.054930194217648075,0.5029071948961474,0.4847651217171748,0.0024805568968899665,143,0.05767992912665838
GL,-0.0009879195997907566,1.0324144741486996,-0.22408076950491485,0.9660806327757788,0.34631616645549196,-0.24741452293548352,0.47968741742748544,0.47353715049400413,0.002835957527192385,429,0.051012290802195596
HLT,0.0023587169085330017,1.1621766459782246,0.17895270168138525,0.26219664081039534,0.33254567055030404,-0.054116721169770524,0.526677761841907,0.5092762089684476,0.0027479020246630147,142,0.04320953429551044
TROW,0.000489264577240852,1.5284356971885737,0.07873338871636777,0.14476340079840777,0.2289269820853344,0.15262739987232893,0.537233448697491,0.531763394899589,0.0036620847061913796,429,0.04172529269227417
MAR,0.0011810287575873696,1.3113552140700229,0.22569012139228364,0.6843388272398216,0.3514222074876611,-0.20225314199412653,0.5262352496156576,0.5189465611482063,0.0037247244849742396,331,0.03919796067699284
VICI,0.000709395414535612,0.802951676438908,0.24652542642415015,0.46752760217019546,0.3467759313011057,-0.23941275308029378,0.5019405411325115,0.47331643430104664,0.002542943528973644,93,0.03465014124683392
HPE,-0.0006542658362745944,1.3479195516536722,-0.11556151656087456,0.48463263697637665,0.01593733710393571,0.09809232930834623,0.4788557642315575,0.4559985609083802,0.004506442485654373,120,0.029739685982575703
NWS,-0.006444131280405798,1.3109399079107182,0.15004372685932468,0.27486319659180414,0.2825863090308183,-0.0471896168058938,0.48830819919257384,0.47029088226273486,0.0038686776823986537,148,0.029321724981456347
AXP,0.000982301794358899,1.3523256282271123,-0.11901932776556282,0.711717475472385,-0.055072870948400875,-0.08055804997104579,0.48366110700358445,0.4775578103960618,0.003979506895739771,429,0.023136403282767996
MPC,0.006127447175239701,1.522456442206835,0.017887023724683968,1.3087224699722033,-0.2720371166716115,-0.1660247816281201,0.5198564466760799,0.5053942914554799,0.006041185415271273,172,0.021843132020823792
PFG,-0.0007042402942007639,1.50835969757633,0.28868629640870214,1.2414662071771077,0.21709041176145255,-0.3916157398415491,0.49101399861580464,0.481989424123177,0.0070484296278655965,288,0.021578740448218135
AMP,0.00367156842076011,1.5202730905899833,0.13712368202753888,0.7486524604180244,-0.09302420199551195,-0.2352713931812447,0.7006257460725083,0.6942560810953275,0.0026076950177690837,241,0.019670898850274572
TFC,0.0006903363373560915,0.8664359662873102,0.036289392466853344,1.4623310220935777,-0.013082300887312073,-0.5646048384934182,0.48691517614895363,0.4808503437157261,0.0031757547028694365,429,0.017227090899715584
