Ticker,Beta,Alpha,R²,Adj_R²,Std_Error,t_Statistic,p_value,F_Statistic,F_pvalue,N_Observations
NWS,1.3489909875542518,-0.007072727491537657,0.46701749713713747,0.4633917658251452,0.11886124660745918,11.349291935405256,7.816498791414965e-22,128.80642743505484,7.816498791414857e-22,149
NWSA,1.3418467642477279,-0.007787425173802294,0.45545211285438064,0.45174770545883225,0.12101548173693884,11.088223961002022,3.833138459099537e-21,122.94871060933939,3.833138459099566e-21,149
NXPI,1.6736918745715024,0.00209073491439931,0.3819885058691275,0.37857407772475804,0.1582374767137643,10.577089001482516,1.1558583738104478e-20,111.87481174528243,1.1558583738104497e-20,183
O,0.47097475509372494,0.006500619412987003,0.1281879239517652,0.1258380261726595,0.06376737761798053,7.385825992645555,1.009003927809563e-12,54.550425593638664,1.0090039278097418e-12,373
ODFL,0.7342687875765714,0.010003066045712609,0.11372389417533937,0.11154631160574557,0.10160533733174766,7.226675358393219,2.4622632109297445e-12,52.22483673560775,2.4622632109300014e-12,409
OKE,0.8788364589797691,0.006600876067896595,0.1966799255171196,0.19480300945524376,0.08585201116884145,10.236643813170543,3.812563737247613e-22,104.78887655772274,3.812563737247727e-22,430
OMC,1.050704904319858,0.0021719469342457477,0.3611096013667908,0.35961686679054505,0.06755422838046089,15.553503156047586,1.467632625678996e-43,241.9114604251822,1.4676326256789886e-43,430
ON,2.178159140785948,0.001431306066549013,0.3308870454940284,0.32868601603841674,0.1776489529282631,12.2610299969824,2.3626339608958404e-28,150.3328565869022,2.3626339608957843e-28,306
ORCL,1.406090912219353,0.008657926878891215,0.2585001905884962,0.2567677143982825,0.11511094118960416,12.21509352358887,1.2040564847682132e-29,149.2085097900228,1.2040564847681878e-29,430
ORLY,0.6989046217606192,0.012736860563921142,0.13462359877002336,0.13239898077200285,0.08984316392594645,7.779163057266036,6.631902067916846e-14,60.51537787153265,6.631902067917203e-14,391
OTIS,0.8229116861669192,-0.0025234165602323853,0.38542611845748426,0.3761143929795674,0.12790800966328233,6.433621227734159,1.624935243808653e-08,41.3914821019516,1.6249352438086666e-08,68
