Date,Port_Excess_Return,Mkt_RF
2015-11-01,-0.0011642843901258802,0.0057
2015-12-01,-0.0026945076399496727,-0.0215
2016-01-01,0.0033524874950802705,-0.0574
2016-02-01,0.033986078041876935,-0.0007
2016-03-01,0.07388698895647917,0.0695
2016-04-01,0.0023992863558953167,0.0091
2016-05-01,0.016027022177313312,0.0178
2016-06-01,0.05019883704384128,-0.0003
2016-07-01,0.01587024540958537,0.0394
2016-08-01,-0.021480459404537897,0.0049
2016-09-01,-0.002869192985272641,0.0027
2016-10-01,-0.036311709870017306,-0.0201
2016-11-01,0.008780297197857835,0.0485
2016-12-01,0.015008483536465805,0.0181
2017-01-01,0.02201932104950237,0.0194
2017-02-01,0.03225131244591499,0.0355
2017-03-01,0.002938821378565116,0.0017
2017-04-01,0.015458912844886794,0.0108
2017-05-01,0.01996350351800435,0.0107
2017-06-01,-0.00778689105596598,0.0078
2017-07-01,0.00834594110771603,0.0188
2017-08-01,0.0015005306039046554,0.0018
2017-09-01,0.013887199591244305,0.0249
2017-10-01,0.014241612381596895,0.0225
2017-11-01,0.04411173991859107,0.0312
2017-12-01,0.004202211158977666,0.0106
2018-01-01,0.01973655692084598,0.0558
2018-02-01,-0.05526921660846407,-0.0364
2018-03-01,0.001016834012873494,-0.0235
2018-04-01,-0.006365228385456306,0.0029
2018-05-01,0.004093621763490001,0.0263
2018-06-01,0.025214675914012507,0.0049
2018-07-01,0.044200841057758955,0.032
2018-08-01,0.01748809517187431,0.0346
2018-09-01,0.013802025097160959,0.0006
2018-10-01,-0.04442809311769985,-0.0764
2018-11-01,0.04671493275966278,0.0171
2018-12-01,-0.07696635017325135,-0.0955
2019-01-01,0.05852773871600623,0.0836
2019-02-01,0.04372200018747544,0.0342
2019-03-01,0.035170001796583986,0.011
2019-04-01,0.009599828818723361,0.0397
2019-05-01,-0.0335713231727379,-0.0692
2019-06-01,0.06004375590120667,0.0692
2019-07-01,0.0005726796451412889,0.0122
2019-08-01,0.014333397677055972,-0.0255
2019-09-01,0.019511074484222395,0.0142
2019-10-01,-0.002898025040105132,0.0207
2019-11-01,0.011213367061795262,0.0387
2019-12-01,0.02241911405427135,0.0276
2020-01-01,0.0010953088712368376,-0.0009
2020-02-01,-0.07398694623286503,-0.0815
2020-03-01,-0.10220628444350661,-0.1335
2020-04-01,0.09460265021845381,0.1358
2020-05-01,0.058048718740391705,0.0559
2020-06-01,-0.010640167069752208,0.0244
2020-07-01,0.07250808482899958,0.0583
2020-08-01,0.025176717484511734,0.0762
2020-09-01,-0.005965307537812498,-0.0364
2020-10-01,-0.011066341157820458,-0.0208
2020-11-01,0.075346438464725,0.1244
2020-12-01,0.00521212536325904,0.0463
2021-01-01,-0.022742812973026792,-0.0007
2021-02-01,-0.002462086454795266,0.0281
2021-03-01,0.07933795764588614,0.0316
2021-04-01,0.04280530846566452,0.0497
2021-05-01,0.005493849514818335,0.0029
2021-06-01,0.00042185938183433803,0.0273
2021-07-01,0.03039431270000703,0.0134
2021-08-01,0.004294684365841445,0.0295
2021-09-01,-0.05897949921213065,-0.044
2021-10-01,0.044820363441373884,0.0663
2021-11-01,-0.011561546013234336,-0.0158
2021-12-01,0.0934247634791366,0.0324
2022-01-01,-0.04875058860310925,-0.0615
2022-02-01,-0.02301008417930838,-0.0228
2022-03-01,0.05427988096665047,0.0308
2022-04-01,-0.01376601292986009,-0.0941
2022-05-01,0.00034043441844956073,-0.0033
2022-06-01,-0.048384076274507686,-0.084
2022-07-01,0.06432606276945693,0.0957
2022-08-01,-0.0330727642774529,-0.0377
2022-09-01,-0.08825227328791507,-0.0934
2022-10-01,0.08316378887946388,0.0786
2022-11-01,0.06427808052446836,0.0469
2022-12-01,-0.023894929641802835,-0.0638
2023-01-01,0.005165932000641502,0.0659
2023-02-01,-0.03824661957489367,-0.0257
2023-03-01,0.03169167682560631,0.0249
2023-04-01,0.025421565243432018,0.0063
2023-05-01,-0.06929283375954746,0.0033
2023-06-01,0.06280492758637296,0.0646
2023-07-01,0.0009896485973603572,0.0321
2023-08-01,-0.03334445315948506,-0.0236
2023-09-01,-0.06182000531987604,-0.0523
2023-10-01,-0.02153271430640239,-0.0315
2023-11-01,0.04880802512282245,0.0888
2023-12-01,0.033675875765058705,0.0486
2024-01-01,-0.016771230225840535,0.0073
2024-02-01,0.029580682098368883,0.0507
2024-03-01,0.04097304675403624,0.0284
2024-04-01,-0.03482041339062707,-0.0465
2024-05-01,0.01104007079383121,0.0432
2024-06-01,-0.022300336663748904,0.028
2024-07-01,0.05077540318343569,0.0122
2024-08-01,0.031397287047280925,0.0161
2024-09-01,0.022003837548597145,0.0173
2024-10-01,-0.044512624321813625,-0.01
2024-11-01,0.029500364348621647,0.0649
2024-12-01,-0.07077772485776508,-0.0315
2025-01-01,0.009920422541664798,0.028
2025-02-01,0.025044307029442534,-0.0243
2025-03-01,0.006931529791942144,-0.0639
2025-04-01,-0.02932124878702668,-0.0084
2025-05-01,-0.003490967923478865,0.0606
2025-06-01,-0.015896981007931767,0.0486
2025-07-01,-0.0020952432047863846,0.0198
2025-08-01,0.01974768467986632,0.0185
2025-09-01,-0.0043715775868072276,0.0339
2025-10-01,-0.025304146821984185,0.0195
