timestamp,open,high,low,close,adjusted close,volume,dividend amount
2025-10-15,558.0000,569.8100,553.0100,562.8100,562.8100,7886946,0.0000
2025-10-10,579.2300,586.0750,556.6900,557.4800,557.4800,12763688,0.7600
2025-10-03,566.0000,583.2200,562.5100,580.4500,579.6696,13495751,0.0000
2025-09-26,580.9700,587.3450,564.0600,565.1300,564.3702,14140177,0.0000
2025-09-19,582.7300,601.6199,576.8300,584.1600,583.3747,17730686,0.0000
2025-09-12,582.6200,591.1800,571.0000,580.4100,579.6297,11400206,0.0000
2025-09-05,595.6200,598.5800,579.0252,584.2200,583.4346,8328716,0.0000
2025-08-29,597.8200,599.0450,586.2950,595.2900,594.4897,12511174,0.0000
2025-08-22,582.0200,601.7700,580.6900,598.9600,598.1548,11769836,0.0000
2025-08-15,575.0000,589.5600,569.4400,581.7000,580.9180,11970010,0.0000
2025-08-08,564.2900,576.1600,553.8550,574.3200,573.5479,14000959,0.0000
2025-08-01,567.3700,579.4400,555.2100,559.8900,559.1373,15604964,0.0000
2025-07-25,553.4000,569.9550,552.0400,568.2200,567.4561,9774311,0.0000
2025-07-18,550.5000,559.0700,547.7900,552.6600,551.9170,12676778,0.0000
2025-07-11,570.6700,570.7500,545.8500,550.1800,549.4403,13815940,0.7600
2025-07-03,552.5000,569.6620,551.8950,569.2400,567.7112,12913113,0.0000
2025-06-27,531.4200,564.1200,527.5720,550.3200,548.8420,18675547,0.0000
2025-06-20,563.9000,575.0000,527.3300,532.9700,531.5386,20524555,0.0000
2025-06-13,588.7400,594.7100,552.5101,562.0300,560.5206,14197785,0.0000
2025-06-06,580.5000,591.1590,573.4400,590.1200,588.5351,8745229,0.0000
2025-05-30,566.8200,585.6000,566.4900,585.6000,584.0273,10287232,0.0000
2025-05-23,581.0150,588.4500,562.5100,563.5800,562.0664,10163923,0.0000
2025-05-16,580.0000,584.2850,566.4300,583.2800,581.7135,11868489,0.0000
2025-05-09,557.8100,573.8700,555.8500,568.6400,567.1128,10499252,0.0000
2025-05-02,536.0300,562.3800,529.5550,559.3900,557.8877,13033144,0.0000
2025-04-25,517.0000,543.9400,503.5404,533.4800,532.0473,12996847,0.0000
2025-04-17,515.8700,523.9800,508.5000,517.3300,515.9406,11047483,0.0000
2025-04-11,478.5000,518.5100,465.5900,509.7500,508.3810,22105363,0.7600
2025-04-04,532.1600,551.4300,488.2900,489.7700,487.7355,20019996,0.0000
2025-03-28,539.3500,561.8300,538.2350,540.6100,538.3643,13136915,0.0000
2025-03-21,523.2500,540.4850,521.4800,535.6900,533.4647,16284731,0.0000
2025-03-14,538.1500,548.5600,517.7100,527.6400,525.4482,16027278,0.0000
2025-03-07,577.3300,582.2300,536.2800,546.7700,544.4987,15500925,0.0000
2025-02-28,558.4300,576.4300,552.6900,576.3100,573.9160,13032560,0.0000
2025-02-21,564.9000,570.7000,556.5800,557.5100,555.1941,8961656,0.0000
2025-02-14,565.2500,569.2400,559.2201,564.7600,562.4140,9565168,0.0000
2025-02-07,552.6400,572.0000,551.0700,562.7500,560.4123,11986550,0.0000
2025-01-31,533.5800,576.9400,531.6550,555.4300,553.1227,18862332,0.0000
2025-01-24,527.6600,536.0600,525.6700,533.4900,531.2739,9414059,0.0000
2025-01-17,501.0000,528.1300,499.9200,524.7000,522.5204,14265908,0.0000
2025-01-10,520.9700,521.3600,503.3600,504.6700,502.5736,10405003,0.7600
2025-01-03,527.0000,530.5600,517.6600,521.3600,518.4136,8490908,0.0000
2024-12-27,525.8300,537.7000,521.1300,532.2000,529.1923,5877171,0.0000
2024-12-20,532.0000,537.1300,519.4200,528.0300,525.0459,20537264,0.0000
2024-12-13,529.0200,536.7500,520.2201,529.0000,526.0104,10595564,0.0000
2024-12-06,532.9300,534.8200,518.1700,528.5700,525.5828,11966453,0.0000
2024-11-29,521.6400,535.7700,521.0200,532.9400,529.9281,10677711,0.0000
2024-11-22,518.5900,523.4900,511.0000,520.8600,517.9164,13827160,0.0000
2024-11-15,528.8500,534.0250,516.4150,521.8900,518.9406,12362107,0.0000
2024-11-08,509.1400,528.8400,503.0300,524.7600,521.7943,12570236,0.0000
2024-11-01,507.4000,527.9000,498.5300,508.0800,505.2086,16651171,0.0000
2024-10-25,516.9900,518.8200,505.6200,507.3600,504.4927,9327784,0.0000
2024-10-18,504.3600,518.0000,502.0500,516.3400,513.4219,12801965,0.0000
2024-10-11,497.3300,502.9200,490.7500,502.2600,499.4215,8859524,0.6600
