timestamp,open,high,low,close,adjusted close,volume,dividend amount
2025-10-15,187.9650,190.1099,177.2900,179.8300,179.8300,573574617,0.0000
2025-10-10,185.5000,195.6200,182.0500,183.1600,183.1600,879706566,0.0000
2025-10-03,180.4250,191.0500,180.3200,187.6200,187.6200,878292105,0.0000
2025-09-26,175.3000,184.5500,173.1250,178.1900,178.1900,945921134,0.0000
2025-09-19,175.6700,178.8500,168.4100,176.6700,176.6700,928588607,0.0000
2025-09-12,167.5500,180.2800,166.7401,177.8200,177.8200,824239845,0.0100
2025-09-05,170.0000,172.4100,164.0700,167.0200,167.0106,758742472,0.0000
2025-08-29,178.3500,184.4700,173.1450,174.1800,174.1702,1092265621,0.0000
2025-08-22,180.6000,182.9375,168.8010,177.9900,177.9800,845210180,0.0000
2025-08-15,182.0500,184.4800,178.0417,180.4500,180.4398,750080237,0.0000
2025-08-08,175.1600,183.8800,174.5200,182.7000,182.6897,717049539,0.0000
2025-08-01,174.0200,183.3000,170.8900,173.7200,173.7102,894627672,0.0000
2025-07-25,172.7500,174.7200,164.5800,173.5000,173.4902,721624080,0.0000
2025-07-18,165.3700,174.2500,162.0200,172.4100,172.4003,833732148,0.0000
2025-07-11,158.2000,167.8900,157.3420,164.9200,164.9107,823265781,0.0000
2025-07-03,158.4000,160.9800,151.4900,159.3400,159.3310,722664103,0.0000
2025-06-27,142.5000,158.7100,142.0300,157.7500,157.7411,1072401818,0.0000
2025-06-20,143.3450,146.2000,142.6500,143.8500,143.8419,726691944,0.0000
2025-06-13,143.1900,145.0000,140.8550,141.9700,141.9620,851875991,0.0100
2025-06-06,135.4900,144.0000,135.4000,141.7200,141.7021,976759630,0.0000
2025-05-30,134.1500,143.4900,132.9200,135.1300,135.1129,1200760777,0.0000
2025-05-23,132.3900,137.4000,129.1600,131.2900,131.2734,1011442834,0.0000
2025-05-16,121.9700,136.3500,120.2800,135.4000,135.3829,1289809294,0.0000
2025-05-09,112.9050,118.6800,110.8220,116.6500,116.6353,830916994,0.0000
2025-05-02,109.6900,115.4000,104.0800,114.5000,114.4855,1039513638,0.0000
2025-04-25,98.7700,111.9200,95.0400,111.0100,110.9960,1248911604,0.0000
2025-04-17,114.1100,114.2900,100.0500,101.4900,101.4772,1183206284,0.0000
2025-04-11,87.4600,115.1000,86.6200,110.9300,110.9160,2451432693,0.0000
2025-04-04,105.1300,111.9800,92.1100,94.3100,94.2981,1613471152,0.0000
2025-03-28,119.8800,122.2200,109.0701,109.6700,109.6561,1159106003,0.0000
2025-03-21,122.7400,122.8900,114.5400,117.7000,117.6851,1343942927,0.0000
2025-03-14,109.9000,121.8800,104.7700,121.6700,121.6546,1616457294,0.0100
2025-03-07,123.5100,123.7000,107.5600,112.6900,112.6660,1756819893,0.0000
2025-02-28,136.5600,138.5900,116.4000,124.9200,124.8934,1677630653,0.0000
