timestamp,open,high,low,close,adjusted close,volume,dividend amount
2025-10-15,85.6550,86.4600,83.6100,84.1100,84.1100,25397683,0.0000
2025-10-10,88.8300,90.3100,85.9200,85.9900,85.9900,52962473,0.0000
2025-10-03,78.6000,91.0000,78.0300,89.1900,89.1900,95382486,0.0000
2025-09-26,81.7600,81.9400,77.5800,78.5600,78.5600,64065126,0.0000
2025-09-19,82.1100,82.7500,80.5350,81.5100,81.5100,69024445,0.8100
2025-09-12,84.1600,85.5500,82.8000,82.8100,81.9903,55558526,0.0000
2025-09-05,84.5000,85.8050,83.0000,84.7100,83.8715,49598133,0.0000
2025-08-29,87.2100,87.3900,82.6500,84.1200,83.2873,59426657,0.0000
2025-08-22,84.2600,87.8350,84.0800,87.3700,86.5052,57352463,0.0000
2025-08-15,80.9600,84.7372,79.6300,84.2100,83.3764,47810602,0.0000
2025-08-08,79.0600,81.3200,78.4300,80.6900,79.8913,54106650,0.0000
2025-08-01,84.4700,84.9700,76.6600,79.2900,78.5051,85477180,0.0000
2025-07-25,80.1550,85.2200,78.9500,84.7100,83.8715,51809677,0.0000
2025-07-18,83.4250,84.3600,79.8550,79.9600,79.1685,53521896,0.0000
2025-07-11,80.9500,85.0000,80.1500,83.3600,82.5349,71370878,0.0000
2025-07-03,79.2500,83.0700,78.3800,80.9300,80.1289,59483212,0.0000
2025-06-27,79.2400,81.4600,78.1350,79.1000,78.3170,121175999,0.0000
2025-06-20,80.8800,81.3500,77.1000,79.0600,78.2774,84465756,0.8100
2025-06-13,79.6100,82.4400,78.6700,81.7100,80.0998,71082907,0.0000
2025-06-06,77.0200,79.4900,75.4000,78.9700,77.4138,66280046,0.0000
2025-05-30,78.0150,78.2000,75.5900,76.8400,75.3258,55606423,0.0000
2025-05-23,75.9600,79.1800,75.6900,77.5800,76.0512,59526719,0.0000
2025-05-16,75.9200,81.2700,73.3100,76.0600,74.5611,99132612,0.0000
2025-05-09,83.2300,83.5800,75.8200,75.9700,74.4729,68579845,0.0000
2025-05-02,83.0000,85.8300,82.4000,83.1800,81.5408,68661017,0.0000
2025-04-25,78.0800,83.2800,76.0300,82.7400,81.1095,88713370,0.0000
2025-04-17,80.0200,80.0200,75.9300,78.0000,76.4629,69806952,0.0000
2025-04-11,81.0100,83.2700,75.9600,79.1800,77.6197,105743101,0.0000
2025-04-04,89.2500,90.2650,81.0800,81.4700,79.8645,75165815,0.0000
2025-03-28,92.9000,93.1100,87.0800,89.2300,87.4716,76725789,0.0000
2025-03-21,93.6450,95.4300,93.0700,93.1100,91.2751,113670047,0.8100
2025-03-14,94.6900,97.0000,92.8575,94.5700,91.9209,83289949,0.0000
2025-03-07,91.7750,97.3700,90.5000,94.6500,91.9986,77227220,0.0000
2025-02-28,89.7100,93.0550,88.8600,92.2500,89.6659,77603344,0.0000
2025-02-21,81.1300,89.5300,81.0400,89.5000,86.9929,73863273,0.0000
2025-02-14,87.2000,87.9800,82.0939,83.0100,80.6847,104113703,0.0000
2025-02-07,98.1300,100.1500,87.1200,87.2800,84.8351,121196713,0.0000
2025-01-31,96.6300,100.0599,95.9800,98.8200,96.0518,59746147,0.0000
2025-01-24,98.0800,98.2700,95.1500,95.5500,92.8734,54594538,0.0000
2025-01-17,99.4600,101.4900,97.9200,97.9200,95.1770,52197458,0.0000
2025-01-10,98.7700,102.9700,98.0500,99.2500,96.4698,40985526,0.0000
2025-01-03,99.5700,100.3500,98.2700,99.1400,96.3629,25673049,0.0000
2024-12-27,99.0900,100.3500,98.2009,99.7000,96.9072,23108347,0.0000
2024-12-20,101.2530,102.2800,97.8200,98.0500,95.3034,79070075,0.8100
2024-12-13,102.8600,105.0681,99.2600,102.0000,98.3466,71807511,0.0000
2024-12-06,101.7300,104.1400,100.4600,103.0900,99.3976,58947037,0.0000
2024-11-29,100.0850,103.4500,99.5100,101.6400,97.9995,59866524,0.0000
2024-11-22,96.5600,101.7850,95.2600,99.1800,95.6276,69071657,0.0000
2024-11-15,102.5300,103.4000,94.4800,96.3100,92.8604,56396796,0.0000
2024-11-08,102.0000,103.2300,100.5200,102.9200,99.2337,43359439,0.0000
2024-11-01,104.6000,105.1100,98.6000,101.8800,98.2309,57756406,0.0000
2024-10-25,109.0800,109.1700,103.8600,103.9800,100.2557,49213996,0.0000
2024-10-18,109.4300,111.5800,108.5550,108.7000,104.8067,44034177,0.0000
2024-10-11,109.6950,110.9800,107.8100,109.7300,105.7998,40700095,0.0000
2024-10-04,113.6100,114.7900,109.3900,109.7700,105.8383,47709140,0.0000
2024-09-27,117.2000,118.1600,112.9300,113.6900,109.6179,47460318,0.0000
2024-09-20,115.8000,119.3800,115.8000,117.1700,112.9733,58060833,0.7700
2024-09-13,113.1500,116.9000,112.4100,115.8600,110.9857,50492049,0.0000
2024-09-06,118.2600,120.3000,114.4700,117.8400,112.8824,35741167,0.0000
2024-08-30,116.7300,118.7500,115.2501,118.4500,113.4668,33503634,0.0000
